Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,WEREWOLF,WEREWOLF,1
002,VILLAGER,VILLAGER,1
003,VILLAGER,WEREWOLF,0
004,VILLAGER,WEREWOLF,0
005,VILLAGER,VILLAGER,1
006,SEER,WEREWOLF,0
007,VILLAGER,WEREWOLF,0
008,WEREWOLF,WEREWOLF,1
009,MEDIUM,VILLAGER,1
010,VILLAGER,VILLAGER,1
011,VILLAGER,VILLAGER,1
012,BODYGUARD,VILLAGER,1
013,WEREWOLF,WEREWOLF,1
014,SEER,VILLAGER,1
015,WEREWOLF,VILLAGER,0
016,VILLAGER,VILLAGER,1
017,VILLAGER,WEREWOLF,0
018,VILLAGER,VILLAGER,1
019,WEREWOLF,WEREWOLF,1
020,VILLAGER,VILLAGER,1
021,VILLAGER,VILLAGER,1
022,VILLAGER,VILLAGER,1
023,WEREWOLF,WEREWOLF,1
024,VILLAGER,VILLAGER,1
025,WEREWOLF,WEREWOLF,1
026,WEREWOLF,VILLAGER,0
027,VILLAGER,WEREWOLF,0
028,POSSESSED,VILLAGER,0
029,VILLAGER,VILLAGER,1
030,VILLAGER,WEREWOLF,0
031,WEREWOLF,VILLAGER,0
032,SEER,VILLAGER,1
033,BODYGUARD,VILLAGER,1
034,BODYGUARD,VILLAGER,1
035,VILLAGER,WEREWOLF,0
036,VILLAGER,WEREWOLF,0
037,VILLAGER,WEREWOLF,0
038,WEREWOLF,VILLAGER,0
039,SEER,WEREWOLF,0
040,SEER,WEREWOLF,0
041,VILLAGER,VILLAGER,1
042,VILLAGER,VILLAGER,1
043,POSSESSED,WEREWOLF,1
044,VILLAGER,WEREWOLF,0
045,VILLAGER,WEREWOLF,0
046,MEDIUM,VILLAGER,1
047,VILLAGER,WEREWOLF,0
048,VILLAGER,WEREWOLF,0
049,WEREWOLF,VILLAGER,0
050,VILLAGER,WEREWOLF,0
051,WEREWOLF,WEREWOLF,1
052,WEREWOLF,VILLAGER,0
053,VILLAGER,WEREWOLF,0
054,MEDIUM,VILLAGER,1
055,VILLAGER,VILLAGER,1
056,VILLAGER,VILLAGER,1
057,VILLAGER,VILLAGER,1
058,VILLAGER,VILLAGER,1
059,SEER,WEREWOLF,0
060,MEDIUM,VILLAGER,1
061,WEREWOLF,VILLAGER,0
062,VILLAGER,VILLAGER,1
063,VILLAGER,WEREWOLF,0
064,VILLAGER,WEREWOLF,0
065,VILLAGER,WEREWOLF,0
066,VILLAGER,VILLAGER,1
067,SEER,VILLAGER,1
068,VILLAGER,WEREWOLF,0
069,VILLAGER,VILLAGER,1
070,WEREWOLF,VILLAGER,0
071,WEREWOLF,VILLAGER,0
072,SEER,VILLAGER,1
073,SEER,VILLAGER,1
074,POSSESSED,WEREWOLF,1
075,VILLAGER,WEREWOLF,0
076,VILLAGER,WEREWOLF,0
077,WEREWOLF,VILLAGER,0
078,VILLAGER,VILLAGER,1
079,VILLAGER,VILLAGER,1
080,MEDIUM,VILLAGER,1
081,VILLAGER,VILLAGER,1
082,VILLAGER,WEREWOLF,0
083,WEREWOLF,WEREWOLF,1
084,VILLAGER,WEREWOLF,0
085,VILLAGER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,VILLAGER,VILLAGER,1
088,VILLAGER,WEREWOLF,0
089,SEER,VILLAGER,1
090,WEREWOLF,VILLAGER,0
091,WEREWOLF,WEREWOLF,1
092,VILLAGER,VILLAGER,1
093,VILLAGER,WEREWOLF,0
094,BODYGUARD,VILLAGER,1
095,VILLAGER,WEREWOLF,0
096,SEER,WEREWOLF,0
097,VILLAGER,VILLAGER,1
098,SEER,WEREWOLF,0
099,WEREWOLF,VILLAGER,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
55,12,5,4,21,3
28,6,5,4,9,2
VILLAGER,WEREWOLF
43,11
