Game,MyAgent,Victory,result
000,WEREWOLF,WEREWOLF,1
001,VILLAGER,WEREWOLF,0
002,VILLAGER,WEREWOLF,0
003,VILLAGER,WEREWOLF,0
004,VILLAGER,VILLAGER,1
005,VILLAGER,WEREWOLF,0
006,VILLAGER,WEREWOLF,0
007,POSSESSED,VILLAGER,0
008,POSSESSED,VILLAGER,0
009,SEER,WEREWOLF,0
010,WEREWOLF,VILLAGER,0
011,POSSESSED,WEREWOLF,1
012,SEER,WEREWOLF,0
013,VILLAGER,VILLAGER,1
014,WEREWOLF,VILLAGER,0
015,VILLAGER,WEREWOLF,0
016,VILLAGER,VILLAGER,1
017,WEREWOLF,WEREWOLF,1
018,VILLAGER,VILLAGER,1
019,SEER,WEREWOLF,0
020,POSSESSED,VILLAGER,0
021,SEER,VILLAGER,1
022,VILLAGER,WEREWOLF,0
023,VILLAGER,WEREWOLF,0
024,WEREWOLF,VILLAGER,0
025,VILLAGER,VILLAGER,1
026,SEER,VILLAGER,1
027,BODYGUARD,WEREWOLF,0
028,WEREWOLF,WEREWOLF,1
029,VILLAGER,VILLAGER,1
030,VILLAGER,VILLAGER,1
031,SEER,WEREWOLF,0
032,VILLAGER,VILLAGER,1
033,POSSESSED,VILLAGER,0
034,POSSESSED,WEREWOLF,1
035,VILLAGER,VILLAGER,1
036,SEER,WEREWOLF,0
037,MEDIUM,VILLAGER,1
038,VILLAGER,VILLAGER,1
039,VILLAGER,WEREWOLF,0
040,VILLAGER,WEREWOLF,0
041,VILLAGER,WEREWOLF,0
042,VILLAGER,WEREWOLF,0
043,VILLAGER,VILLAGER,1
044,WEREWOLF,VILLAGER,0
045,POSSESSED,WEREWOLF,1
046,VILLAGER,WEREWOLF,0
047,VILLAGER,WEREWOLF,0
048,MEDIUM,WEREWOLF,0
049,POSSESSED,VILLAGER,0
050,POSSESSED,VILLAGER,0
051,POSSESSED,VILLAGER,0
052,MEDIUM,VILLAGER,1
053,VILLAGER,VILLAGER,1
054,VILLAGER,VILLAGER,1
055,WEREWOLF,WEREWOLF,1
056,VILLAGER,VILLAGER,1
057,VILLAGER,WEREWOLF,0
058,WEREWOLF,WEREWOLF,1
059,VILLAGER,VILLAGER,1
060,VILLAGER,VILLAGER,1
061,BODYGUARD,WEREWOLF,0
062,POSSESSED,VILLAGER,0
063,WEREWOLF,VILLAGER,0
064,VILLAGER,WEREWOLF,0
065,VILLAGER,WEREWOLF,0
066,POSSESSED,VILLAGER,0
067,VILLAGER,WEREWOLF,0
068,SEER,WEREWOLF,0
069,WEREWOLF,VILLAGER,0
070,VILLAGER,WEREWOLF,0
071,SEER,WEREWOLF,0
072,MEDIUM,VILLAGER,1
073,VILLAGER,VILLAGER,1
074,WEREWOLF,VILLAGER,0
075,VILLAGER,WEREWOLF,0
076,WEREWOLF,WEREWOLF,1
077,WEREWOLF,VILLAGER,0
078,VILLAGER,VILLAGER,1
079,WEREWOLF,WEREWOLF,1
080,VILLAGER,VILLAGER,1
081,VILLAGER,WEREWOLF,0
082,WEREWOLF,VILLAGER,0
083,VILLAGER,VILLAGER,1
084,POSSESSED,WEREWOLF,1
085,VILLAGER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,VILLAGER,VILLAGER,1
088,VILLAGER,VILLAGER,1
089,VILLAGER,WEREWOLF,0
090,VILLAGER,VILLAGER,1
091,BODYGUARD,WEREWOLF,0
092,MEDIUM,WEREWOLF,0
093,VILLAGER,WEREWOLF,0
094,BODYGUARD,VILLAGER,1
095,BODYGUARD,WEREWOLF,0
096,WEREWOLF,VILLAGER,0
097,WEREWOLF,VILLAGER,0
098,VILLAGER,VILLAGER,1
099,VILLAGER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
50,9,5,5,18,13
27,2,3,1,7,4
VILLAGER,WEREWOLF
33,11
