Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,VILLAGER,WEREWOLF,0
002,VILLAGER,VILLAGER,1
003,VILLAGER,WEREWOLF,0
004,VILLAGER,VILLAGER,1
005,VILLAGER,WEREWOLF,0
006,MEDIUM,WEREWOLF,0
007,VILLAGER,VILLAGER,1
008,VILLAGER,WEREWOLF,0
009,VILLAGER,WEREWOLF,0
010,WEREWOLF,WEREWOLF,1
011,VILLAGER,VILLAGER,1
012,VILLAGER,WEREWOLF,0
013,WEREWOLF,WEREWOLF,1
014,MEDIUM,VILLAGER,1
015,VILLAGER,WEREWOLF,0
016,BODYGUARD,WEREWOLF,0
017,MEDIUM,VILLAGER,1
018,VILLAGER,WEREWOLF,0
019,WEREWOLF,VILLAGER,0
020,WEREWOLF,VILLAGER,0
021,VILLAGER,VILLAGER,1
022,MEDIUM,VILLAGER,1
023,VILLAGER,WEREWOLF,0
024,MEDIUM,VILLAGER,1
025,VILLAGER,VILLAGER,1
026,VILLAGER,VILLAGER,1
027,VILLAGER,WEREWOLF,0
028,MEDIUM,VILLAGER,1
029,BODYGUARD,VILLAGER,1
030,VILLAGER,VILLAGER,1
031,VILLAGER,VILLAGER,1
032,MEDIUM,VILLAGER,1
033,VILLAGER,VILLAGER,1
034,VILLAGER,WEREWOLF,0
035,MEDIUM,VILLAGER,1
036,BODYGUARD,WEREWOLF,0
037,VILLAGER,VILLAGER,1
038,VILLAGER,WEREWOLF,0
039,SEER,VILLAGER,1
040,BODYGUARD,WEREWOLF,0
041,WEREWOLF,WEREWOLF,1
042,WEREWOLF,VILLAGER,0
043,WEREWOLF,WEREWOLF,1
044,SEER,VILLAGER,1
045,SEER,VILLAGER,1
046,BODYGUARD,VILLAGER,1
047,POSSESSED,VILLAGER,0
048,VILLAGER,WEREWOLF,0
049,VILLAGER,VILLAGER,1
050,VILLAGER,VILLAGER,1
051,VILLAGER,WEREWOLF,0
052,SEER,VILLAGER,1
053,VILLAGER,WEREWOLF,0
054,POSSESSED,WEREWOLF,1
055,VILLAGER,VILLAGER,1
056,BODYGUARD,VILLAGER,1
057,MEDIUM,VILLAGER,1
058,SEER,WEREWOLF,0
059,SEER,VILLAGER,1
060,VILLAGER,VILLAGER,1
061,VILLAGER,VILLAGER,1
062,POSSESSED,WEREWOLF,1
063,VILLAGER,VILLAGER,1
064,VILLAGER,VILLAGER,1
065,VILLAGER,WEREWOLF,0
066,WEREWOLF,WEREWOLF,1
067,VILLAGER,VILLAGER,1
068,MEDIUM,WEREWOLF,0
069,WEREWOLF,WEREWOLF,1
070,MEDIUM,WEREWOLF,0
071,VILLAGER,VILLAGER,1
072,VILLAGER,VILLAGER,1
073,VILLAGER,VILLAGER,1
074,VILLAGER,WEREWOLF,0
075,VILLAGER,VILLAGER,1
076,WEREWOLF,WEREWOLF,1
077,WEREWOLF,VILLAGER,0
078,WEREWOLF,VILLAGER,0
079,VILLAGER,WEREWOLF,0
080,VILLAGER,WEREWOLF,0
081,VILLAGER,WEREWOLF,0
082,WEREWOLF,WEREWOLF,1
083,WEREWOLF,VILLAGER,0
084,VILLAGER,VILLAGER,1
085,VILLAGER,WEREWOLF,0
086,VILLAGER,WEREWOLF,0
087,VILLAGER,WEREWOLF,0
088,WEREWOLF,VILLAGER,0
089,VILLAGER,VILLAGER,1
090,VILLAGER,WEREWOLF,0
091,VILLAGER,WEREWOLF,0
092,VILLAGER,WEREWOLF,0
093,VILLAGER,WEREWOLF,0
094,POSSESSED,VILLAGER,0
095,POSSESSED,VILLAGER,0
096,WEREWOLF,WEREWOLF,1
097,VILLAGER,WEREWOLF,0
098,WEREWOLF,WEREWOLF,1
099,VILLAGER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
55,6,11,6,17,5
26,5,8,3,10,2
VILLAGER,WEREWOLF
42,12
