Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,SEER,VILLAGER,1
002,POSSESSED,WEREWOLF,1
003,VILLAGER,WEREWOLF,0
004,VILLAGER,VILLAGER,1
005,VILLAGER,VILLAGER,1
006,VILLAGER,VILLAGER,1
007,VILLAGER,VILLAGER,1
008,VILLAGER,VILLAGER,1
009,VILLAGER,VILLAGER,1
010,VILLAGER,WEREWOLF,0
011,SEER,VILLAGER,1
012,VILLAGER,WEREWOLF,0
013,VILLAGER,WEREWOLF,0
014,SEER,VILLAGER,1
015,VILLAGER,WEREWOLF,0
016,VILLAGER,VILLAGER,1
017,VILLAGER,VILLAGER,1
018,VILLAGER,VILLAGER,1
019,VILLAGER,VILLAGER,1
020,WEREWOLF,WEREWOLF,1
021,VILLAGER,VILLAGER,1
022,WEREWOLF,VILLAGER,0
023,MEDIUM,WEREWOLF,0
024,POSSESSED,VILLAGER,0
025,VILLAGER,VILLAGER,1
026,POSSESSED,WEREWOLF,1
027,MEDIUM,VILLAGER,1
028,VILLAGER,VILLAGER,1
029,VILLAGER,VILLAGER,1
030,WEREWOLF,VILLAGER,0
031,BODYGUARD,WEREWOLF,0
032,WEREWOLF,VILLAGER,0
033,SEER,WEREWOLF,0
034,VILLAGER,VILLAGER,1
035,BODYGUARD,VILLAGER,1
036,VILLAGER,VILLAGER,1
037,MEDIUM,VILLAGER,1
038,BODYGUARD,VILLAGER,1
039,VILLAGER,VILLAGER,1
040,VILLAGER,WEREWOLF,0
041,POSSESSED,WEREWOLF,1
042,VILLAGER,WEREWOLF,0
043,MEDIUM,VILLAGER,1
044,WEREWOLF,WEREWOLF,1
045,MEDIUM,VILLAGER,1
046,POSSESSED,VILLAGER,0
047,SEER,WEREWOLF,0
048,BODYGUARD,VILLAGER,1
049,WEREWOLF,VILLAGER,0
050,VILLAGER,VILLAGER,1
051,WEREWOLF,WEREWOLF,1
052,VILLAGER,VILLAGER,1
053,VILLAGER,VILLAGER,1
054,VILLAGER,WEREWOLF,0
055,WEREWOLF,VILLAGER,0
056,MEDIUM,WEREWOLF,0
057,SEER,WEREWOLF,0
058,WEREWOLF,VILLAGER,0
059,VILLAGER,VILLAGER,1
060,VILLAGER,VILLAGER,1
061,BODYGUARD,WEREWOLF,0
062,VILLAGER,VILLAGER,1
063,POSSESSED,VILLAGER,0
064,SEER,VILLAGER,1
065,POSSESSED,VILLAGER,0
066,VILLAGER,VILLAGER,1
067,VILLAGER,WEREWOLF,0
068,VILLAGER,VILLAGER,1
069,MEDIUM,VILLAGER,1
070,VILLAGER,VILLAGER,1
071,BODYGUARD,WEREWOLF,0
072,WEREWOLF,VILLAGER,0
073,BODYGUARD,VILLAGER,1
074,WEREWOLF,WEREWOLF,1
075,WEREWOLF,WEREWOLF,1
076,VILLAGER,VILLAGER,1
077,WEREWOLF,VILLAGER,0
078,VILLAGER,VILLAGER,1
079,VILLAGER,VILLAGER,1
080,VILLAGER,VILLAGER,1
081,VILLAGER,VILLAGER,1
082,VILLAGER,VILLAGER,1
083,WEREWOLF,VILLAGER,0
084,BODYGUARD,VILLAGER,1
085,VILLAGER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,WEREWOLF,VILLAGER,0
088,VILLAGER,VILLAGER,1
089,WEREWOLF,VILLAGER,0
090,BODYGUARD,VILLAGER,1
091,WEREWOLF,VILLAGER,0
092,VILLAGER,WEREWOLF,0
093,VILLAGER,WEREWOLF,0
094,WEREWOLF,VILLAGER,0
095,VILLAGER,VILLAGER,1
096,WEREWOLF,WEREWOLF,1
097,VILLAGER,WEREWOLF,0
098,VILLAGER,WEREWOLF,0
099,VILLAGER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
51,7,7,9,19,7
37,4,5,6,6,3
VILLAGER,WEREWOLF
52,9
