Game,MyAgent,Victory,result
000,WEREWOLF,VILLAGER,0
001,WEREWOLF,WEREWOLF,1
002,VILLAGER,WEREWOLF,0
003,MEDIUM,VILLAGER,1
004,VILLAGER,VILLAGER,1
005,VILLAGER,WEREWOLF,0
006,WEREWOLF,WEREWOLF,1
007,VILLAGER,WEREWOLF,0
008,SEER,WEREWOLF,0
009,MEDIUM,WEREWOLF,0
010,VILLAGER,VILLAGER,1
011,VILLAGER,VILLAGER,1
012,VILLAGER,VILLAGER,1
013,WEREWOLF,VILLAGER,0
014,VILLAGER,WEREWOLF,0
015,VILLAGER,VILLAGER,1
016,BODYGUARD,WEREWOLF,0
017,BODYGUARD,WEREWOLF,0
018,VILLAGER,VILLAGER,1
019,VILLAGER,VILLAGER,1
020,VILLAGER,WEREWOLF,0
021,MEDIUM,VILLAGER,1
022,VILLAGER,WEREWOLF,0
023,VILLAGER,WEREWOLF,0
024,VILLAGER,VILLAGER,1
025,VILLAGER,VILLAGER,1
026,VILLAGER,WEREWOLF,0
027,VILLAGER,WEREWOLF,0
028,WEREWOLF,VILLAGER,0
029,VILLAGER,WEREWOLF,0
030,SEER,WEREWOLF,0
031,VILLAGER,VILLAGER,1
032,WEREWOLF,VILLAGER,0
033,WEREWOLF,VILLAGER,0
034,VILLAGER,VILLAGER,1
035,WEREWOLF,WEREWOLF,1
036,VILLAGER,VILLAGER,1
037,VILLAGER,VILLAGER,1
038,VILLAGER,VILLAGER,1
039,SEER,WEREWOLF,0
040,WEREWOLF,WEREWOLF,1
041,VILLAGER,WEREWOLF,0
042,VILLAGER,WEREWOLF,0
043,VILLAGER,WEREWOLF,0
044,WEREWOLF,VILLAGER,0
045,VILLAGER,VILLAGER,1
046,VILLAGER,WEREWOLF,0
047,VILLAGER,VILLAGER,1
048,VILLAGER,VILLAGER,1
049,WEREWOLF,VILLAGER,0
050,WEREWOLF,WEREWOLF,1
051,VILLAGER,WEREWOLF,0
052,WEREWOLF,VILLAGER,0
053,VILLAGER,VILLAGER,1
054,POSSESSED,WEREWOLF,1
055,POSSESSED,WEREWOLF,1
056,VILLAGER,VILLAGER,1
057,WEREWOLF,VILLAGER,0
058,WEREWOLF,WEREWOLF,1
059,VILLAGER,WEREWOLF,0
060,VILLAGER,WEREWOLF,0
061,VILLAGER,WEREWOLF,0
062,VILLAGER,VILLAGER,1
063,WEREWOLF,WEREWOLF,1
064,VILLAGER,WEREWOLF,0
065,VILLAGER,VILLAGER,1
066,SEER,WEREWOLF,0
067,VILLAGER,WEREWOLF,0
068,MEDIUM,VILLAGER,1
069,MEDIUM,WEREWOLF,0
070,WEREWOLF,VILLAGER,0
071,VILLAGER,VILLAGER,1
072,VILLAGER,VILLAGER,1
073,VILLAGER,VILLAGER,1
074,SEER,VILLAGER,1
075,VILLAGER,VILLAGER,1
076,MEDIUM,WEREWOLF,0
077,VILLAGER,WEREWOLF,0
078,VILLAGER,VILLAGER,1
079,WEREWOLF,VILLAGER,0
080,VILLAGER,VILLAGER,1
081,WEREWOLF,WEREWOLF,1
082,VILLAGER,WEREWOLF,0
083,VILLAGER,VILLAGER,1
084,WEREWOLF,VILLAGER,0
085,BODYGUARD,VILLAGER,1
086,VILLAGER,WEREWOLF,0
087,VILLAGER,VILLAGER,1
088,SEER,VILLAGER,1
089,MEDIUM,WEREWOLF,0
090,WEREWOLF,VILLAGER,0
091,BODYGUARD,VILLAGER,1
092,VILLAGER,VILLAGER,1
093,WEREWOLF,VILLAGER,0
094,VILLAGER,VILLAGER,1
095,VILLAGER,VILLAGER,1
096,VILLAGER,VILLAGER,1
097,VILLAGER,WEREWOLF,0
098,VILLAGER,VILLAGER,1
099,MEDIUM,WEREWOLF,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
58,6,8,4,22,2
34,2,3,2,8,2
VILLAGER,WEREWOLF
41,10
