Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,VILLAGER,WEREWOLF,0
002,VILLAGER,VILLAGER,1
003,VILLAGER,WEREWOLF,0
004,VILLAGER,WEREWOLF,0
005,VILLAGER,VILLAGER,1
006,BODYGUARD,VILLAGER,1
007,WEREWOLF,WEREWOLF,1
008,VILLAGER,VILLAGER,1
009,VILLAGER,VILLAGER,1
010,VILLAGER,VILLAGER,1
011,WEREWOLF,VILLAGER,0
012,VILLAGER,VILLAGER,1
013,VILLAGER,WEREWOLF,0
014,VILLAGER,VILLAGER,1
015,SEER,WEREWOLF,0
016,MEDIUM,VILLAGER,1
017,WEREWOLF,VILLAGER,0
018,VILLAGER,WEREWOLF,0
019,VILLAGER,VILLAGER,1
020,POSSESSED,VILLAGER,0
021,VILLAGER,VILLAGER,1
022,MEDIUM,WEREWOLF,0
023,WEREWOLF,WEREWOLF,1
024,VILLAGER,WEREWOLF,0
025,WEREWOLF,VILLAGER,0
026,VILLAGER,VILLAGER,1
027,VILLAGER,WEREWOLF,0
028,VILLAGER,VILLAGER,1
029,VILLAGER,WEREWOLF,0
030,SEER,WEREWOLF,0
031,VILLAGER,WEREWOLF,0
032,VILLAGER,WEREWOLF,0
033,VILLAGER,WEREWOLF,0
034,WEREWOLF,VILLAGER,0
035,WEREWOLF,VILLAGER,0
036,VILLAGER,VILLAGER,1
037,MEDIUM,VILLAGER,1
038,MEDIUM,WEREWOLF,0
039,VILLAGER,VILLAGER,1
040,BODYGUARD,WEREWOLF,0
041,VILLAGER,VILLAGER,1
042,MEDIUM,VILLAGER,1
043,VILLAGER,VILLAGER,1
044,VILLAGER,WEREWOLF,0
045,VILLAGER,WEREWOLF,0
046,VILLAGER,VILLAGER,1
047,BODYGUARD,WEREWOLF,0
048,VILLAGER,VILLAGER,1
049,WEREWOLF,WEREWOLF,1
050,VILLAGER,WEREWOLF,0
051,BODYGUARD,WEREWOLF,0
052,WEREWOLF,VILLAGER,0
053,VILLAGER,VILLAGER,1
054,VILLAGER,VILLAGER,1
055,VILLAGER,VILLAGER,1
056,SEER,VILLAGER,1
057,SEER,VILLAGER,1
058,VILLAGER,VILLAGER,1
059,VILLAGER,VILLAGER,1
060,WEREWOLF,VILLAGER,0
061,VILLAGER,VILLAGER,1
062,POSSESSED,VILLAGER,0
063,VILLAGER,VILLAGER,1
064,VILLAGER,WEREWOLF,0
065,VILLAGER,VILLAGER,1
066,VILLAGER,VILLAGER,1
067,POSSESSED,VILLAGER,0
068,VILLAGER,VILLAGER,1
069,WEREWOLF,WEREWOLF,1
070,POSSESSED,WEREWOLF,1
071,VILLAGER,VILLAGER,1
072,WEREWOLF,WEREWOLF,1
073,VILLAGER,WEREWOLF,0
074,WEREWOLF,VILLAGER,0
075,VILLAGER,VILLAGER,1
076,BODYGUARD,VILLAGER,1
077,WEREWOLF,VILLAGER,0
078,VILLAGER,VILLAGER,1
079,VILLAGER,WEREWOLF,0
080,VILLAGER,WEREWOLF,0
081,WEREWOLF,WEREWOLF,1
082,VILLAGER,VILLAGER,1
083,VILLAGER,WEREWOLF,0
084,VILLAGER,VILLAGER,1
085,VILLAGER,VILLAGER,1
086,WEREWOLF,WEREWOLF,1
087,WEREWOLF,WEREWOLF,1
088,SEER,VILLAGER,1
089,SEER,VILLAGER,1
090,VILLAGER,VILLAGER,1
091,MEDIUM,WEREWOLF,0
092,VILLAGER,VILLAGER,1
093,MEDIUM,VILLAGER,1
094,VILLAGER,VILLAGER,1
095,VILLAGER,VILLAGER,1
096,BODYGUARD,VILLAGER,1
097,VILLAGER,VILLAGER,1
098,SEER,WEREWOLF,0
099,VILLAGER,WEREWOLF,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
59,7,7,6,17,4
38,4,4,3,8,1
VILLAGER,WEREWOLF
49,9
