Game,MyAgent,Victory,result
000,POSSESSED,VILLAGER,0
001,VILLAGER,WEREWOLF,0
002,BODYGUARD,WEREWOLF,0
003,VILLAGER,WEREWOLF,0
004,VILLAGER,WEREWOLF,0
005,VILLAGER,WEREWOLF,0
006,VILLAGER,VILLAGER,1
007,SEER,WEREWOLF,0
008,VILLAGER,WEREWOLF,0
009,POSSESSED,VILLAGER,0
010,VILLAGER,VILLAGER,1
011,VILLAGER,WEREWOLF,0
012,BODYGUARD,VILLAGER,1
013,VILLAGER,VILLAGER,1
014,SEER,VILLAGER,1
015,MEDIUM,WEREWOLF,0
016,WEREWOLF,WEREWOLF,1
017,VILLAGER,VILLAGER,1
018,VILLAGER,VILLAGER,1
019,VILLAGER,VILLAGER,1
020,BODYGUARD,VILLAGER,1
021,WEREWOLF,WEREWOLF,1
022,VILLAGER,WEREWOLF,0
023,VILLAGER,WEREWOLF,0
024,WEREWOLF,WEREWOLF,1
025,POSSESSED,WEREWOLF,1
026,VILLAGER,WEREWOLF,0
027,POSSESSED,VILLAGER,0
028,VILLAGER,VILLAGER,1
029,SEER,VILLAGER,1
030,WEREWOLF,VILLAGER,0
031,WEREWOLF,VILLAGER,0
032,POSSESSED,WEREWOLF,1
033,VILLAGER,VILLAGER,1
034,VILLAGER,WEREWOLF,0
035,MEDIUM,VILLAGER,1
036,VILLAGER,WEREWOLF,0
037,WEREWOLF,WEREWOLF,1
038,VILLAGER,WEREWOLF,0
039,VILLAGER,VILLAGER,1
040,VILLAGER,WEREWOLF,0
041,WEREWOLF,VILLAGER,0
042,WEREWOLF,WEREWOLF,1
043,SEER,WEREWOLF,0
044,VILLAGER,VILLAGER,1
045,MEDIUM,VILLAGER,1
046,VILLAGER,VILLAGER,1
047,SEER,VILLAGER,1
048,WEREWOLF,WEREWOLF,1
049,VILLAGER,VILLAGER,1
050,VILLAGER,VILLAGER,1
051,WEREWOLF,WEREWOLF,1
052,VILLAGER,VILLAGER,1
053,WEREWOLF,VILLAGER,0
054,WEREWOLF,VILLAGER,0
055,MEDIUM,WEREWOLF,0
056,MEDIUM,VILLAGER,1
057,WEREWOLF,WEREWOLF,1
058,VILLAGER,WEREWOLF,0
059,BODYGUARD,VILLAGER,1
060,VILLAGER,VILLAGER,1
061,VILLAGER,VILLAGER,1
062,BODYGUARD,VILLAGER,1
063,VILLAGER,VILLAGER,1
064,VILLAGER,VILLAGER,1
065,MEDIUM,VILLAGER,1
066,SEER,VILLAGER,1
067,VILLAGER,VILLAGER,1
068,VILLAGER,WEREWOLF,0
069,VILLAGER,WEREWOLF,0
070,WEREWOLF,VILLAGER,0
071,VILLAGER,WEREWOLF,0
072,VILLAGER,VILLAGER,1
073,POSSESSED,VILLAGER,0
074,POSSESSED,VILLAGER,0
075,VILLAGER,VILLAGER,1
076,WEREWOLF,WEREWOLF,1
077,VILLAGER,VILLAGER,1
078,WEREWOLF,WEREWOLF,1
079,WEREWOLF,VILLAGER,0
080,VILLAGER,WEREWOLF,0
081,SEER,VILLAGER,1
082,WEREWOLF,VILLAGER,0
083,WEREWOLF,VILLAGER,0
084,VILLAGER,VILLAGER,1
085,SEER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,SEER,WEREWOLF,0
088,VILLAGER,WEREWOLF,0
089,WEREWOLF,VILLAGER,0
090,VILLAGER,WEREWOLF,0
091,VILLAGER,WEREWOLF,0
092,VILLAGER,WEREWOLF,0
093,VILLAGER,VILLAGER,1
094,VILLAGER,VILLAGER,1
095,SEER,VILLAGER,1
096,VILLAGER,VILLAGER,1
097,MEDIUM,VILLAGER,1
098,BODYGUARD,VILLAGER,1
099,VILLAGER,WEREWOLF,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
50,10,7,6,20,7
27,7,5,5,10,2
VILLAGER,WEREWOLF
44,12
