Game,MyAgent,Victory,result
000,WEREWOLF,VILLAGER,0
001,SEER,VILLAGER,1
002,VILLAGER,WEREWOLF,0
003,SEER,WEREWOLF,0
004,MEDIUM,VILLAGER,1
005,VILLAGER,WEREWOLF,0
006,VILLAGER,WEREWOLF,0
007,VILLAGER,WEREWOLF,0
008,SEER,VILLAGER,1
009,WEREWOLF,WEREWOLF,1
010,VILLAGER,VILLAGER,1
011,VILLAGER,WEREWOLF,0
012,MEDIUM,WEREWOLF,0
013,VILLAGER,WEREWOLF,0
014,VILLAGER,VILLAGER,1
015,VILLAGER,VILLAGER,1
016,WEREWOLF,VILLAGER,0
017,VILLAGER,WEREWOLF,0
018,WEREWOLF,WEREWOLF,1
019,SEER,WEREWOLF,0
020,POSSESSED,VILLAGER,0
021,SEER,VILLAGER,1
022,POSSESSED,VILLAGER,0
023,POSSESSED,WEREWOLF,1
024,VILLAGER,VILLAGER,1
025,WEREWOLF,VILLAGER,0
026,BODYGUARD,VILLAGER,1
027,VILLAGER,VILLAGER,1
028,WEREWOLF,WEREWOLF,1
029,VILLAGER,WEREWOLF,0
030,WEREWOLF,VILLAGER,0
031,VILLAGER,WEREWOLF,0
032,VILLAGER,VILLAGER,1
033,VILLAGER,WEREWOLF,0
034,VILLAGER,WEREWOLF,0
035,VILLAGER,WEREWOLF,0
036,WEREWOLF,WEREWOLF,1
037,VILLAGER,VILLAGER,1
038,VILLAGER,VILLAGER,1
039,WEREWOLF,WEREWOLF,1
040,WEREWOLF,WEREWOLF,1
041,WEREWOLF,VILLAGER,0
042,WEREWOLF,WEREWOLF,1
043,MEDIUM,VILLAGER,1
044,BODYGUARD,WEREWOLF,0
045,VILLAGER,WEREWOLF,0
046,VILLAGER,WEREWOLF,0
047,VILLAGER,VILLAGER,1
048,WEREWOLF,VILLAGER,0
049,VILLAGER,VILLAGER,1
050,VILLAGER,VILLAGER,1
051,MEDIUM,WEREWOLF,0
052,VILLAGER,VILLAGER,1
053,WEREWOLF,VILLAGER,0
054,VILLAGER,VILLAGER,1
055,VILLAGER,VILLAGER,1
056,WEREWOLF,VILLAGER,0
057,POSSESSED,VILLAGER,0
058,WEREWOLF,VILLAGER,0
059,VILLAGER,VILLAGER,1
060,SEER,WEREWOLF,0
061,MEDIUM,VILLAGER,1
062,POSSESSED,VILLAGER,0
063,VILLAGER,VILLAGER,1
064,MEDIUM,VILLAGER,1
065,WEREWOLF,VILLAGER,0
066,VILLAGER,VILLAGER,1
067,WEREWOLF,WEREWOLF,1
068,VILLAGER,VILLAGER,1
069,SEER,VILLAGER,1
070,WEREWOLF,VILLAGER,0
071,VILLAGER,VILLAGER,1
072,VILLAGER,WEREWOLF,0
073,VILLAGER,VILLAGER,1
074,VILLAGER,VILLAGER,1
075,WEREWOLF,WEREWOLF,1
076,POSSESSED,VILLAGER,0
077,VILLAGER,VILLAGER,1
078,VILLAGER,WEREWOLF,0
079,VILLAGER,VILLAGER,1
080,WEREWOLF,WEREWOLF,1
081,WEREWOLF,WEREWOLF,1
082,MEDIUM,VILLAGER,1
083,WEREWOLF,WEREWOLF,1
084,VILLAGER,VILLAGER,1
085,VILLAGER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,WEREWOLF,VILLAGER,0
088,POSSESSED,VILLAGER,0
089,WEREWOLF,VILLAGER,0
090,POSSESSED,VILLAGER,0
091,SEER,VILLAGER,1
092,BODYGUARD,VILLAGER,1
093,SEER,VILLAGER,1
094,VILLAGER,VILLAGER,1
095,VILLAGER,WEREWOLF,0
096,VILLAGER,WEREWOLF,0
097,BODYGUARD,VILLAGER,1
098,VILLAGER,VILLAGER,1
099,VILLAGER,WEREWOLF,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
47,9,7,4,25,8
28,6,5,3,12,1
VILLAGER,WEREWOLF
42,13
