Game,MyAgent,Victory,result
000,POSSESSED,WEREWOLF,1
001,WEREWOLF,VILLAGER,0
002,VILLAGER,WEREWOLF,0
003,VILLAGER,WEREWOLF,0
004,VILLAGER,WEREWOLF,0
005,SEER,WEREWOLF,0
006,SEER,WEREWOLF,0
007,VILLAGER,VILLAGER,1
008,WEREWOLF,WEREWOLF,1
009,WEREWOLF,VILLAGER,0
010,POSSESSED,WEREWOLF,1
011,MEDIUM,VILLAGER,1
012,VILLAGER,VILLAGER,1
013,SEER,WEREWOLF,0
014,POSSESSED,WEREWOLF,1
015,VILLAGER,VILLAGER,1
016,VILLAGER,VILLAGER,1
017,VILLAGER,VILLAGER,1
018,WEREWOLF,VILLAGER,0
019,WEREWOLF,WEREWOLF,1
020,VILLAGER,VILLAGER,1
021,WEREWOLF,VILLAGER,0
022,WEREWOLF,WEREWOLF,1
023,WEREWOLF,WEREWOLF,1
024,VILLAGER,VILLAGER,1
025,BODYGUARD,VILLAGER,1
026,VILLAGER,VILLAGER,1
027,VILLAGER,WEREWOLF,0
028,BODYGUARD,VILLAGER,1
029,BODYGUARD,VILLAGER,1
030,SEER,WEREWOLF,0
031,VILLAGER,VILLAGER,1
032,POSSESSED,VILLAGER,0
033,WEREWOLF,VILLAGER,0
034,VILLAGER,WEREWOLF,0
035,WEREWOLF,VILLAGER,0
036,WEREWOLF,WEREWOLF,1
037,MEDIUM,WEREWOLF,0
038,VILLAGER,VILLAGER,1
039,POSSESSED,VILLAGER,0
040,WEREWOLF,WEREWOLF,1
041,VILLAGER,WEREWOLF,0
042,VILLAGER,VILLAGER,1
043,SEER,VILLAGER,1
044,WEREWOLF,WEREWOLF,1
045,VILLAGER,VILLAGER,1
046,VILLAGER,VILLAGER,1
047,VILLAGER,WEREWOLF,0
048,POSSESSED,WEREWOLF,1
049,POSSESSED,WEREWOLF,1
050,SEER,WEREWOLF,0
051,WEREWOLF,WEREWOLF,1
052,VILLAGER,VILLAGER,1
053,VILLAGER,VILLAGER,1
054,VILLAGER,VILLAGER,1
055,VILLAGER,VILLAGER,1
056,WEREWOLF,VILLAGER,0
057,WEREWOLF,VILLAGER,0
058,POSSESSED,WEREWOLF,1
059,VILLAGER,VILLAGER,1
060,VILLAGER,VILLAGER,1
061,BODYGUARD,VILLAGER,1
062,VILLAGER,VILLAGER,1
063,MEDIUM,VILLAGER,1
064,WEREWOLF,WEREWOLF,1
065,MEDIUM,VILLAGER,1
066,VILLAGER,WEREWOLF,0
067,VILLAGER,WEREWOLF,0
068,WEREWOLF,VILLAGER,0
069,BODYGUARD,WEREWOLF,0
070,WEREWOLF,WEREWOLF,1
071,VILLAGER,WEREWOLF,0
072,POSSESSED,VILLAGER,0
073,VILLAGER,WEREWOLF,0
074,VILLAGER,WEREWOLF,0
075,VILLAGER,WEREWOLF,0
076,VILLAGER,VILLAGER,1
077,WEREWOLF,WEREWOLF,1
078,WEREWOLF,VILLAGER,0
079,VILLAGER,VILLAGER,1
080,POSSESSED,WEREWOLF,1
081,MEDIUM,WEREWOLF,0
082,VILLAGER,WEREWOLF,0
083,VILLAGER,VILLAGER,1
084,WEREWOLF,WEREWOLF,1
085,BODYGUARD,WEREWOLF,0
086,VILLAGER,WEREWOLF,0
087,POSSESSED,VILLAGER,0
088,BODYGUARD,WEREWOLF,0
089,VILLAGER,VILLAGER,1
090,MEDIUM,WEREWOLF,0
091,VILLAGER,WEREWOLF,0
092,VILLAGER,VILLAGER,1
093,WEREWOLF,VILLAGER,0
094,VILLAGER,VILLAGER,1
095,BODYGUARD,WEREWOLF,0
096,WEREWOLF,VILLAGER,0
097,MEDIUM,VILLAGER,1
098,VILLAGER,VILLAGER,1
099,VILLAGER,WEREWOLF,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
44,6,7,8,24,11
27,1,4,4,12,7
VILLAGER,WEREWOLF
36,19
