Game,MyAgent,Victory,result
000,VILLAGER,VILLAGER,1
001,POSSESSED,WEREWOLF,1
002,BODYGUARD,VILLAGER,1
003,VILLAGER,WEREWOLF,0
004,SEER,WEREWOLF,0
005,SEER,VILLAGER,1
006,POSSESSED,WEREWOLF,1
007,WEREWOLF,VILLAGER,0
008,VILLAGER,WEREWOLF,0
009,MEDIUM,VILLAGER,1
010,VILLAGER,VILLAGER,1
011,MEDIUM,VILLAGER,1
012,SEER,WEREWOLF,0
013,WEREWOLF,VILLAGER,0
014,WEREWOLF,VILLAGER,0
015,VILLAGER,VILLAGER,1
016,POSSESSED,VILLAGER,0
017,VILLAGER,VILLAGER,1
018,VILLAGER,WEREWOLF,0
019,VILLAGER,VILLAGER,1
020,VILLAGER,VILLAGER,1
021,VILLAGER,VILLAGER,1
022,VILLAGER,VILLAGER,1
023,POSSESSED,VILLAGER,0
024,VILLAGER,WEREWOLF,0
025,BODYGUARD,WEREWOLF,0
026,VILLAGER,WEREWOLF,0
027,BODYGUARD,VILLAGER,1
028,VILLAGER,VILLAGER,1
029,VILLAGER,VILLAGER,1
030,VILLAGER,VILLAGER,1
031,VILLAGER,VILLAGER,1
032,VILLAGER,VILLAGER,1
033,BODYGUARD,WEREWOLF,0
034,VILLAGER,WEREWOLF,0
035,VILLAGER,VILLAGER,1
036,VILLAGER,VILLAGER,1
037,VILLAGER,WEREWOLF,0
038,MEDIUM,WEREWOLF,0
039,WEREWOLF,VILLAGER,0
040,WEREWOLF,WEREWOLF,1
041,VILLAGER,VILLAGER,1
042,POSSESSED,VILLAGER,0
043,MEDIUM,VILLAGER,1
044,VILLAGER,VILLAGER,1
045,VILLAGER,VILLAGER,1
046,VILLAGER,VILLAGER,1
047,WEREWOLF,VILLAGER,0
048,MEDIUM,VILLAGER,1
049,VILLAGER,WEREWOLF,0
050,VILLAGER,WEREWOLF,0
051,VILLAGER,WEREWOLF,0
052,BODYGUARD,VILLAGER,1
053,VILLAGER,VILLAGER,1
054,VILLAGER,VILLAGER,1
055,SEER,WEREWOLF,0
056,BODYGUARD,WEREWOLF,0
057,VILLAGER,VILLAGER,1
058,VILLAGER,VILLAGER,1
059,VILLAGER,VILLAGER,1
060,VILLAGER,VILLAGER,1
061,POSSESSED,VILLAGER,0
062,VILLAGER,VILLAGER,1
063,WEREWOLF,VILLAGER,0
064,VILLAGER,VILLAGER,1
065,VILLAGER,WEREWOLF,0
066,VILLAGER,VILLAGER,1
067,WEREWOLF,VILLAGER,0
068,BODYGUARD,VILLAGER,1
069,VILLAGER,VILLAGER,1
070,BODYGUARD,WEREWOLF,0
071,WEREWOLF,VILLAGER,0
072,MEDIUM,WEREWOLF,0
073,VILLAGER,VILLAGER,1
074,VILLAGER,VILLAGER,1
075,VILLAGER,WEREWOLF,0
076,SEER,VILLAGER,1
077,WEREWOLF,WEREWOLF,1
078,VILLAGER,WEREWOLF,0
079,VILLAGER,WEREWOLF,0
080,SEER,VILLAGER,1
081,VILLAGER,VILLAGER,1
082,VILLAGER,WEREWOLF,0
083,VILLAGER,WEREWOLF,0
084,VILLAGER,WEREWOLF,0
085,POSSESSED,VILLAGER,0
086,WEREWOLF,WEREWOLF,1
087,VILLAGER,VILLAGER,1
088,VILLAGER,WEREWOLF,0
089,VILLAGER,VILLAGER,1
090,VILLAGER,VILLAGER,1
091,VILLAGER,WEREWOLF,0
092,VILLAGER,VILLAGER,1
093,VILLAGER,WEREWOLF,0
094,VILLAGER,VILLAGER,1
095,VILLAGER,WEREWOLF,0
096,VILLAGER,VILLAGER,1
097,WEREWOLF,VILLAGER,0
098,MEDIUM,VILLAGER,1
099,VILLAGER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
60,6,7,8,12,7
39,3,5,4,3,2
VILLAGER,WEREWOLF
51,5
