Game,MyAgent,Victory,result
000,VILLAGER,VILLAGER,1
001,VILLAGER,VILLAGER,1
002,POSSESSED,VILLAGER,0
003,MEDIUM,VILLAGER,1
004,VILLAGER,WEREWOLF,0
005,VILLAGER,VILLAGER,1
006,SEER,VILLAGER,1
007,VILLAGER,VILLAGER,1
008,WEREWOLF,WEREWOLF,1
009,POSSESSED,WEREWOLF,1
010,VILLAGER,VILLAGER,1
011,POSSESSED,WEREWOLF,1
012,VILLAGER,VILLAGER,1
013,POSSESSED,WEREWOLF,1
014,POSSESSED,WEREWOLF,1
015,VILLAGER,WEREWOLF,0
016,VILLAGER,VILLAGER,1
017,BODYGUARD,VILLAGER,1
018,VILLAGER,WEREWOLF,0
019,POSSESSED,WEREWOLF,1
020,POSSESSED,VILLAGER,0
021,POSSESSED,VILLAGER,0
022,VILLAGER,VILLAGER,1
023,VILLAGER,WEREWOLF,0
024,VILLAGER,VILLAGER,1
025,BODYGUARD,VILLAGER,1
026,POSSESSED,VILLAGER,0
027,SEER,VILLAGER,1
028,BODYGUARD,VILLAGER,1
029,VILLAGER,WEREWOLF,0
030,VILLAGER,VILLAGER,1
031,VILLAGER,VILLAGER,1
032,VILLAGER,WEREWOLF,0
033,VILLAGER,WEREWOLF,0
034,WEREWOLF,WEREWOLF,1
035,VILLAGER,WEREWOLF,0
036,VILLAGER,VILLAGER,1
037,MEDIUM,VILLAGER,1
038,BODYGUARD,WEREWOLF,0
039,WEREWOLF,VILLAGER,0
040,VILLAGER,WEREWOLF,0
041,POSSESSED,VILLAGER,0
042,VILLAGER,VILLAGER,1
043,VILLAGER,WEREWOLF,0
044,WEREWOLF,WEREWOLF,1
045,VILLAGER,WEREWOLF,0
046,BODYGUARD,WEREWOLF,0
047,WEREWOLF,VILLAGER,0
048,SEER,WEREWOLF,0
049,WEREWOLF,WEREWOLF,1
050,BODYGUARD,WEREWOLF,0
051,WEREWOLF,VILLAGER,0
052,WEREWOLF,VILLAGER,0
053,VILLAGER,VILLAGER,1
054,WEREWOLF,VILLAGER,0
055,VILLAGER,VILLAGER,1
056,WEREWOLF,WEREWOLF,1
057,WEREWOLF,WEREWOLF,1
058,VILLAGER,WEREWOLF,0
059,BODYGUARD,VILLAGER,1
060,VILLAGER,WEREWOLF,0
061,BODYGUARD,WEREWOLF,0
062,VILLAGER,VILLAGER,1
063,SEER,VILLAGER,1
064,VILLAGER,VILLAGER,1
065,VILLAGER,VILLAGER,1
066,WEREWOLF,VILLAGER,0
067,VILLAGER,VILLAGER,1
068,BODYGUARD,VILLAGER,1
069,VILLAGER,VILLAGER,1
070,BODYGUARD,VILLAGER,1
071,VILLAGER,WEREWOLF,0
072,WEREWOLF,WEREWOLF,1
073,MEDIUM,WEREWOLF,0
074,POSSESSED,WEREWOLF,1
075,WEREWOLF,VILLAGER,0
076,VILLAGER,WEREWOLF,0
077,VILLAGER,VILLAGER,1
078,VILLAGER,VILLAGER,1
079,VILLAGER,VILLAGER,1
080,SEER,WEREWOLF,0
081,VILLAGER,VILLAGER,1
082,VILLAGER,VILLAGER,1
083,WEREWOLF,WEREWOLF,1
084,VILLAGER,VILLAGER,1
085,POSSESSED,WEREWOLF,1
086,VILLAGER,VILLAGER,1
087,MEDIUM,WEREWOLF,0
088,VILLAGER,WEREWOLF,0
089,WEREWOLF,WEREWOLF,1
090,VILLAGER,VILLAGER,1
091,VILLAGER,VILLAGER,1
092,WEREWOLF,WEREWOLF,1
093,VILLAGER,VILLAGER,1
094,MEDIUM,WEREWOLF,0
095,VILLAGER,VILLAGER,1
096,WEREWOLF,VILLAGER,0
097,VILLAGER,VILLAGER,1
098,VILLAGER,VILLAGER,1
099,SEER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
49,6,5,10,18,12
33,4,2,6,10,7
VILLAGER,WEREWOLF
45,17
