Game,MyAgent,Victory,result
000,VILLAGER,VILLAGER,1
001,MEDIUM,WEREWOLF,0
002,VILLAGER,WEREWOLF,0
003,VILLAGER,VILLAGER,1
004,WEREWOLF,VILLAGER,0
005,VILLAGER,VILLAGER,1
006,POSSESSED,WEREWOLF,1
007,WEREWOLF,VILLAGER,0
008,MEDIUM,WEREWOLF,0
009,VILLAGER,VILLAGER,1
010,WEREWOLF,VILLAGER,0
011,VILLAGER,VILLAGER,1
012,VILLAGER,VILLAGER,1
013,VILLAGER,VILLAGER,1
014,WEREWOLF,WEREWOLF,1
015,POSSESSED,VILLAGER,0
016,VILLAGER,WEREWOLF,0
017,VILLAGER,VILLAGER,1
018,SEER,WEREWOLF,0
019,POSSESSED,WEREWOLF,1
020,VILLAGER,WEREWOLF,0
021,VILLAGER,VILLAGER,1
022,MEDIUM,VILLAGER,1
023,POSSESSED,VILLAGER,0
024,WEREWOLF,WEREWOLF,1
025,VILLAGER,WEREWOLF,0
026,MEDIUM,VILLAGER,1
027,VILLAGER,VILLAGER,1
028,VILLAGER,WEREWOLF,0
029,WEREWOLF,WEREWOLF,1
030,SEER,VILLAGER,1
031,VILLAGER,WEREWOLF,0
032,MEDIUM,VILLAGER,1
033,VILLAGER,WEREWOLF,0
034,VILLAGER,VILLAGER,1
035,VILLAGER,VILLAGER,1
036,VILLAGER,VILLAGER,1
037,VILLAGER,VILLAGER,1
038,VILLAGER,VILLAGER,1
039,VILLAGER,VILLAGER,1
040,WEREWOLF,VILLAGER,0
041,VILLAGER,VILLAGER,1
042,WEREWOLF,VILLAGER,0
043,WEREWOLF,WEREWOLF,1
044,MEDIUM,VILLAGER,1
045,VILLAGER,VILLAGER,1
046,VILLAGER,WEREWOLF,0
047,VILLAGER,VILLAGER,1
048,WEREWOLF,VILLAGER,0
049,VILLAGER,VILLAGER,1
050,WEREWOLF,WEREWOLF,1
051,WEREWOLF,VILLAGER,0
052,SEER,WEREWOLF,0
053,SEER,VILLAGER,1
054,WEREWOLF,VILLAGER,0
055,VILLAGER,VILLAGER,1
056,VILLAGER,VILLAGER,1
057,VILLAGER,VILLAGER,1
058,VILLAGER,VILLAGER,1
059,VILLAGER,WEREWOLF,0
060,WEREWOLF,VILLAGER,0
061,VILLAGER,WEREWOLF,0
062,SEER,VILLAGER,1
063,VILLAGER,WEREWOLF,0
064,VILLAGER,VILLAGER,1
065,MEDIUM,VILLAGER,1
066,VILLAGER,VILLAGER,1
067,VILLAGER,VILLAGER,1
068,BODYGUARD,VILLAGER,1
069,VILLAGER,VILLAGER,1
070,WEREWOLF,WEREWOLF,1
071,SEER,VILLAGER,1
072,VILLAGER,WEREWOLF,0
073,VILLAGER,VILLAGER,1
074,BODYGUARD,VILLAGER,1
075,WEREWOLF,WEREWOLF,1
076,SEER,VILLAGER,1
077,SEER,VILLAGER,1
078,VILLAGER,VILLAGER,1
079,WEREWOLF,VILLAGER,0
080,VILLAGER,VILLAGER,1
081,VILLAGER,VILLAGER,1
082,VILLAGER,VILLAGER,1
083,VILLAGER,VILLAGER,1
084,MEDIUM,VILLAGER,1
085,VILLAGER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,VILLAGER,VILLAGER,1
088,BODYGUARD,VILLAGER,1
089,VILLAGER,VILLAGER,1
090,WEREWOLF,WEREWOLF,1
091,VILLAGER,VILLAGER,1
092,VILLAGER,VILLAGER,1
093,VILLAGER,WEREWOLF,0
094,VILLAGER,VILLAGER,1
095,VILLAGER,WEREWOLF,0
096,VILLAGER,VILLAGER,1
097,SEER,WEREWOLF,0
098,VILLAGER,VILLAGER,1
099,POSSESSED,VILLAGER,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
57,9,8,3,18,5
43,6,6,3,8,2
VILLAGER,WEREWOLF
58,10
