Game,MyAgent,Victory,result
000,POSSESSED,WEREWOLF,1
001,VILLAGER,WEREWOLF,0
002,WEREWOLF,VILLAGER,0
003,VILLAGER,VILLAGER,1
004,VILLAGER,VILLAGER,1
005,WEREWOLF,WEREWOLF,1
006,WEREWOLF,WEREWOLF,1
007,SEER,VILLAGER,1
008,WEREWOLF,VILLAGER,0
009,POSSESSED,WEREWOLF,1
010,WEREWOLF,VILLAGER,0
011,VILLAGER,WEREWOLF,0
012,WEREWOLF,WEREWOLF,1
013,VILLAGER,VILLAGER,1
014,VILLAGER,VILLAGER,1
015,BODYGUARD,WEREWOLF,0
016,POSSESSED,WEREWOLF,1
017,VILLAGER,VILLAGER,1
018,WEREWOLF,WEREWOLF,1
019,VILLAGER,VILLAGER,1
020,VILLAGER,VILLAGER,1
021,VILLAGER,WEREWOLF,0
022,VILLAGER,VILLAGER,1
023,POSSESSED,WEREWOLF,1
024,VILLAGER,VILLAGER,1
025,VILLAGER,VILLAGER,1
026,VILLAGER,VILLAGER,1
027,BODYGUARD,WEREWOLF,0
028,VILLAGER,WEREWOLF,0
029,VILLAGER,WEREWOLF,0
030,VILLAGER,WEREWOLF,0
031,SEER,WEREWOLF,0
032,WEREWOLF,WEREWOLF,1
033,VILLAGER,VILLAGER,1
034,VILLAGER,WEREWOLF,0
035,VILLAGER,WEREWOLF,0
036,VILLAGER,VILLAGER,1
037,VILLAGER,VILLAGER,1
038,VILLAGER,VILLAGER,1
039,WEREWOLF,WEREWOLF,1
040,POSSESSED,WEREWOLF,1
041,VILLAGER,WEREWOLF,0
042,MEDIUM,VILLAGER,1
043,VILLAGER,VILLAGER,1
044,POSSESSED,WEREWOLF,1
045,VILLAGER,VILLAGER,1
046,VILLAGER,WEREWOLF,0
047,VILLAGER,WEREWOLF,0
048,WEREWOLF,VILLAGER,0
049,WEREWOLF,WEREWOLF,1
050,VILLAGER,VILLAGER,1
051,WEREWOLF,WEREWOLF,1
052,VILLAGER,WEREWOLF,0
053,WEREWOLF,VILLAGER,0
054,WEREWOLF,WEREWOLF,1
055,POSSESSED,VILLAGER,0
056,VILLAGER,WEREWOLF,0
057,VILLAGER,VILLAGER,1
058,SEER,VILLAGER,1
059,VILLAGER,VILLAGER,1
060,VILLAGER,WEREWOLF,0
061,WEREWOLF,WEREWOLF,1
062,POSSESSED,VILLAGER,0
063,BODYGUARD,VILLAGER,1
064,WEREWOLF,VILLAGER,0
065,VILLAGER,WEREWOLF,0
066,VILLAGER,VILLAGER,1
067,WEREWOLF,VILLAGER,0
068,WEREWOLF,VILLAGER,0
069,WEREWOLF,WEREWOLF,1
070,MEDIUM,VILLAGER,1
071,WEREWOLF,VILLAGER,0
072,VILLAGER,WEREWOLF,0
073,MEDIUM,VILLAGER,1
074,VILLAGER,VILLAGER,1
075,MEDIUM,VILLAGER,1
076,VILLAGER,WEREWOLF,0
077,SEER,VILLAGER,1
078,VILLAGER,VILLAGER,1
079,VILLAGER,VILLAGER,1
080,VILLAGER,WEREWOLF,0
081,WEREWOLF,WEREWOLF,1
082,VILLAGER,VILLAGER,1
083,WEREWOLF,VILLAGER,0
084,MEDIUM,VILLAGER,1
085,WEREWOLF,VILLAGER,0
086,VILLAGER,WEREWOLF,0
087,VILLAGER,VILLAGER,1
088,SEER,WEREWOLF,0
089,VILLAGER,VILLAGER,1
090,BODYGUARD,WEREWOLF,0
091,SEER,VILLAGER,1
092,VILLAGER,VILLAGER,1
093,VILLAGER,VILLAGER,1
094,VILLAGER,WEREWOLF,0
095,VILLAGER,VILLAGER,1
096,BODYGUARD,WEREWOLF,0
097,VILLAGER,VILLAGER,1
098,VILLAGER,WEREWOLF,0
099,WEREWOLF,VILLAGER,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
52,6,5,5,24,8
31,4,5,1,12,6
VILLAGER,WEREWOLF
41,18
