Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,VILLAGER,WEREWOLF,0
002,VILLAGER,VILLAGER,1
003,VILLAGER,VILLAGER,1
004,VILLAGER,VILLAGER,1
005,VILLAGER,WEREWOLF,0
006,VILLAGER,WEREWOLF,0
007,WEREWOLF,WEREWOLF,1
008,VILLAGER,WEREWOLF,0
009,VILLAGER,VILLAGER,1
010,VILLAGER,VILLAGER,1
011,VILLAGER,WEREWOLF,0
012,WEREWOLF,VILLAGER,0
013,POSSESSED,VILLAGER,0
014,MEDIUM,VILLAGER,1
015,VILLAGER,WEREWOLF,0
016,BODYGUARD,WEREWOLF,0
017,VILLAGER,WEREWOLF,0
018,VILLAGER,VILLAGER,1
019,WEREWOLF,VILLAGER,0
020,WEREWOLF,VILLAGER,0
021,VILLAGER,WEREWOLF,0
022,POSSESSED,VILLAGER,0
023,VILLAGER,VILLAGER,1
024,MEDIUM,WEREWOLF,0
025,MEDIUM,WEREWOLF,0
026,MEDIUM,WEREWOLF,0
027,POSSESSED,WEREWOLF,1
028,SEER,VILLAGER,1
029,VILLAGER,VILLAGER,1
030,VILLAGER,VILLAGER,1
031,POSSESSED,WEREWOLF,1
032,BODYGUARD,WEREWOLF,0
033,VILLAGER,VILLAGER,1
034,VILLAGER,WEREWOLF,0
035,MEDIUM,WEREWOLF,0
036,WEREWOLF,WEREWOLF,1
037,VILLAGER,WEREWOLF,0
038,VILLAGER,WEREWOLF,0
039,SEER,WEREWOLF,0
040,VILLAGER,VILLAGER,1
041,VILLAGER,WEREWOLF,0
042,BODYGUARD,VILLAGER,1
043,BODYGUARD,VILLAGER,1
044,VILLAGER,WEREWOLF,0
045,WEREWOLF,VILLAGER,0
046,WEREWOLF,VILLAGER,0
047,VILLAGER,VILLAGER,1
048,VILLAGER,VILLAGER,1
049,VILLAGER,WEREWOLF,0
050,VILLAGER,WEREWOLF,0
051,WEREWOLF,VILLAGER,0
052,VILLAGER,VILLAGER,1
053,BODYGUARD,VILLAGER,1
054,BODYGUARD,VILLAGER,1
055,VILLAGER,VILLAGER,1
056,VILLAGER,WEREWOLF,0
057,WEREWOLF,VILLAGER,0
058,VILLAGER,VILLAGER,1
059,MEDIUM,WEREWOLF,0
060,VILLAGER,VILLAGER,1
061,VILLAGER,VILLAGER,1
062,VILLAGER,VILLAGER,1
063,SEER,WEREWOLF,0
064,VILLAGER,VILLAGER,1
065,MEDIUM,VILLAGER,1
066,WEREWOLF,VILLAGER,0
067,VILLAGER,VILLAGER,1
068,WEREWOLF,VILLAGER,0
069,VILLAGER,VILLAGER,1
070,VILLAGER,WEREWOLF,0
071,VILLAGER,VILLAGER,1
072,WEREWOLF,VILLAGER,0
073,VILLAGER,VILLAGER,1
074,WEREWOLF,VILLAGER,0
075,VILLAGER,VILLAGER,1
076,VILLAGER,VILLAGER,1
077,WEREWOLF,VILLAGER,0
078,VILLAGER,VILLAGER,1
079,POSSESSED,WEREWOLF,1
080,VILLAGER,VILLAGER,1
081,BODYGUARD,VILLAGER,1
082,VILLAGER,VILLAGER,1
083,BODYGUARD,VILLAGER,1
084,SEER,WEREWOLF,0
085,VILLAGER,VILLAGER,1
086,VILLAGER,WEREWOLF,0
087,VILLAGER,WEREWOLF,0
088,MEDIUM,VILLAGER,1
089,WEREWOLF,VILLAGER,0
090,VILLAGER,WEREWOLF,0
091,POSSESSED,VILLAGER,0
092,VILLAGER,WEREWOLF,0
093,WEREWOLF,WEREWOLF,1
094,BODYGUARD,VILLAGER,1
095,SEER,WEREWOLF,0
096,VILLAGER,VILLAGER,1
097,VILLAGER,VILLAGER,1
098,VILLAGER,WEREWOLF,0
099,VILLAGER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
56,5,8,9,16,6
33,1,3,7,3,3
VILLAGER,WEREWOLF
44,6
