Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,WEREWOLF,WEREWOLF,1
002,VILLAGER,VILLAGER,1
003,VILLAGER,WEREWOLF,0
004,VILLAGER,WEREWOLF,0
005,VILLAGER,VILLAGER,1
006,VILLAGER,VILLAGER,1
007,VILLAGER,VILLAGER,1
008,WEREWOLF,WEREWOLF,1
009,WEREWOLF,WEREWOLF,1
010,VILLAGER,VILLAGER,1
011,MEDIUM,WEREWOLF,0
012,VILLAGER,VILLAGER,1
013,WEREWOLF,VILLAGER,0
014,VILLAGER,VILLAGER,1
015,VILLAGER,WEREWOLF,0
016,POSSESSED,WEREWOLF,1
017,VILLAGER,VILLAGER,1
018,VILLAGER,VILLAGER,1
019,VILLAGER,VILLAGER,1
020,VILLAGER,VILLAGER,1
021,VILLAGER,WEREWOLF,0
022,SEER,VILLAGER,1
023,VILLAGER,WEREWOLF,0
024,VILLAGER,WEREWOLF,0
025,VILLAGER,VILLAGER,1
026,VILLAGER,WEREWOLF,0
027,VILLAGER,VILLAGER,1
028,MEDIUM,WEREWOLF,0
029,VILLAGER,VILLAGER,1
030,POSSESSED,VILLAGER,0
031,VILLAGER,VILLAGER,1
032,VILLAGER,WEREWOLF,0
033,VILLAGER,VILLAGER,1
034,VILLAGER,WEREWOLF,0
035,MEDIUM,WEREWOLF,0
036,VILLAGER,VILLAGER,1
037,VILLAGER,VILLAGER,1
038,POSSESSED,VILLAGER,0
039,SEER,VILLAGER,1
040,WEREWOLF,VILLAGER,0
041,VILLAGER,VILLAGER,1
042,MEDIUM,VILLAGER,1
043,BODYGUARD,VILLAGER,1
044,VILLAGER,VILLAGER,1
045,WEREWOLF,VILLAGER,0
046,VILLAGER,VILLAGER,1
047,VILLAGER,WEREWOLF,0
048,VILLAGER,VILLAGER,1
049,VILLAGER,VILLAGER,1
050,WEREWOLF,VILLAGER,0
051,POSSESSED,WEREWOLF,1
052,VILLAGER,VILLAGER,1
053,SEER,VILLAGER,1
054,VILLAGER,VILLAGER,1
055,VILLAGER,VILLAGER,1
056,VILLAGER,VILLAGER,1
057,VILLAGER,WEREWOLF,0
058,VILLAGER,VILLAGER,1
059,POSSESSED,WEREWOLF,1
060,BODYGUARD,WEREWOLF,0
061,WEREWOLF,WEREWOLF,1
062,WEREWOLF,WEREWOLF,1
063,SEER,WEREWOLF,0
064,VILLAGER,VILLAGER,1
065,VILLAGER,VILLAGER,1
066,WEREWOLF,WEREWOLF,1
067,VILLAGER,VILLAGER,1
068,WEREWOLF,VILLAGER,0
069,POSSESSED,VILLAGER,0
070,VILLAGER,WEREWOLF,0
071,VILLAGER,VILLAGER,1
072,WEREWOLF,VILLAGER,0
073,VILLAGER,VILLAGER,1
074,SEER,WEREWOLF,0
075,MEDIUM,WEREWOLF,0
076,WEREWOLF,WEREWOLF,1
077,VILLAGER,VILLAGER,1
078,POSSESSED,VILLAGER,0
079,WEREWOLF,WEREWOLF,1
080,POSSESSED,VILLAGER,0
081,VILLAGER,WEREWOLF,0
082,POSSESSED,VILLAGER,0
083,VILLAGER,VILLAGER,1
084,VILLAGER,VILLAGER,1
085,POSSESSED,VILLAGER,0
086,WEREWOLF,VILLAGER,0
087,VILLAGER,VILLAGER,1
088,POSSESSED,WEREWOLF,1
089,WEREWOLF,VILLAGER,0
090,WEREWOLF,VILLAGER,0
091,WEREWOLF,WEREWOLF,1
092,SEER,WEREWOLF,0
093,WEREWOLF,WEREWOLF,1
094,BODYGUARD,WEREWOLF,0
095,VILLAGER,WEREWOLF,0
096,VILLAGER,WEREWOLF,0
097,WEREWOLF,WEREWOLF,1
098,WEREWOLF,WEREWOLF,1
099,VILLAGER,WEREWOLF,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
54,6,5,3,21,11
37,3,1,1,12,4
VILLAGER,WEREWOLF
42,16
