Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,BODYGUARD,WEREWOLF,0
002,POSSESSED,WEREWOLF,1
003,BODYGUARD,WEREWOLF,0
004,VILLAGER,VILLAGER,1
005,VILLAGER,WEREWOLF,0
006,SEER,WEREWOLF,0
007,VILLAGER,VILLAGER,1
008,VILLAGER,WEREWOLF,0
009,VILLAGER,WEREWOLF,0
010,WEREWOLF,WEREWOLF,1
011,VILLAGER,WEREWOLF,0
012,POSSESSED,WEREWOLF,1
013,VILLAGER,VILLAGER,1
014,WEREWOLF,VILLAGER,0
015,BODYGUARD,VILLAGER,1
016,POSSESSED,VILLAGER,0
017,VILLAGER,WEREWOLF,0
018,VILLAGER,WEREWOLF,0
019,VILLAGER,VILLAGER,1
020,VILLAGER,WEREWOLF,0
021,VILLAGER,VILLAGER,1
022,VILLAGER,VILLAGER,1
023,POSSESSED,VILLAGER,0
024,VILLAGER,WEREWOLF,0
025,WEREWOLF,VILLAGER,0
026,VILLAGER,VILLAGER,1
027,VILLAGER,VILLAGER,1
028,VILLAGER,VILLAGER,1
029,VILLAGER,VILLAGER,1
030,SEER,VILLAGER,1
031,WEREWOLF,WEREWOLF,1
032,VILLAGER,VILLAGER,1
033,VILLAGER,VILLAGER,1
034,WEREWOLF,WEREWOLF,1
035,WEREWOLF,VILLAGER,0
036,VILLAGER,VILLAGER,1
037,VILLAGER,WEREWOLF,0
038,BODYGUARD,VILLAGER,1
039,WEREWOLF,VILLAGER,0
040,WEREWOLF,VILLAGER,0
041,VILLAGER,VILLAGER,1
042,POSSESSED,VILLAGER,0
043,VILLAGER,VILLAGER,1
044,POSSESSED,WEREWOLF,1
045,VILLAGER,VILLAGER,1
046,VILLAGER,WEREWOLF,0
047,VILLAGER,VILLAGER,1
048,VILLAGER,VILLAGER,1
049,VILLAGER,WEREWOLF,0
050,POSSESSED,WEREWOLF,1
051,VILLAGER,WEREWOLF,0
052,VILLAGER,VILLAGER,1
053,WEREWOLF,VILLAGER,0
054,VILLAGER,WEREWOLF,0
055,VILLAGER,VILLAGER,1
056,WEREWOLF,VILLAGER,0
057,BODYGUARD,VILLAGER,1
058,VILLAGER,WEREWOLF,0
059,VILLAGER,VILLAGER,1
060,VILLAGER,WEREWOLF,0
061,WEREWOLF,VILLAGER,0
062,POSSESSED,VILLAGER,0
063,VILLAGER,WEREWOLF,0
064,VILLAGER,VILLAGER,1
065,VILLAGER,VILLAGER,1
066,VILLAGER,VILLAGER,1
067,SEER,VILLAGER,1
068,VILLAGER,VILLAGER,1
069,WEREWOLF,VILLAGER,0
070,VILLAGER,VILLAGER,1
071,WEREWOLF,VILLAGER,0
072,SEER,VILLAGER,1
073,VILLAGER,VILLAGER,1
074,VILLAGER,WEREWOLF,0
075,WEREWOLF,VILLAGER,0
076,SEER,VILLAGER,1
077,WEREWOLF,WEREWOLF,1
078,BODYGUARD,WEREWOLF,0
079,VILLAGER,VILLAGER,1
080,VILLAGER,WEREWOLF,0
081,WEREWOLF,WEREWOLF,1
082,MEDIUM,VILLAGER,1
083,WEREWOLF,VILLAGER,0
084,VILLAGER,WEREWOLF,0
085,VILLAGER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,VILLAGER,WEREWOLF,0
088,SEER,VILLAGER,1
089,VILLAGER,VILLAGER,1
090,WEREWOLF,VILLAGER,0
091,POSSESSED,WEREWOLF,1
092,VILLAGER,VILLAGER,1
093,SEER,VILLAGER,1
094,POSSESSED,VILLAGER,0
095,WEREWOLF,VILLAGER,0
096,WEREWOLF,VILLAGER,0
097,VILLAGER,VILLAGER,1
098,VILLAGER,VILLAGER,1
099,POSSESSED,WEREWOLF,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
55,7,1,6,20,11
34,6,1,3,5,6
VILLAGER,WEREWOLF
44,11
