Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,SEER,VILLAGER,1
002,VILLAGER,VILLAGER,1
003,VILLAGER,VILLAGER,1
004,SEER,VILLAGER,1
005,WEREWOLF,WEREWOLF,1
006,VILLAGER,VILLAGER,1
007,VILLAGER,VILLAGER,1
008,SEER,WEREWOLF,0
009,WEREWOLF,VILLAGER,0
010,VILLAGER,WEREWOLF,0
011,POSSESSED,VILLAGER,0
012,VILLAGER,WEREWOLF,0
013,VILLAGER,VILLAGER,1
014,VILLAGER,VILLAGER,1
015,WEREWOLF,VILLAGER,0
016,VILLAGER,VILLAGER,1
017,WEREWOLF,WEREWOLF,1
018,WEREWOLF,VILLAGER,0
019,SEER,VILLAGER,1
020,VILLAGER,VILLAGER,1
021,SEER,VILLAGER,1
022,WEREWOLF,WEREWOLF,1
023,VILLAGER,VILLAGER,1
024,SEER,VILLAGER,1
025,POSSESSED,VILLAGER,0
026,SEER,WEREWOLF,0
027,WEREWOLF,VILLAGER,0
028,VILLAGER,WEREWOLF,0
029,WEREWOLF,VILLAGER,0
030,VILLAGER,WEREWOLF,0
031,POSSESSED,VILLAGER,0
032,POSSESSED,WEREWOLF,1
033,POSSESSED,VILLAGER,0
034,SEER,WEREWOLF,0
035,POSSESSED,VILLAGER,0
036,VILLAGER,WEREWOLF,0
037,SEER,VILLAGER,1
038,VILLAGER,WEREWOLF,0
039,WEREWOLF,VILLAGER,0
040,VILLAGER,WEREWOLF,0
041,WEREWOLF,VILLAGER,0
042,VILLAGER,VILLAGER,1
043,VILLAGER,VILLAGER,1
044,VILLAGER,WEREWOLF,0
045,VILLAGER,VILLAGER,1
046,VILLAGER,VILLAGER,1
047,POSSESSED,VILLAGER,0
048,SEER,VILLAGER,1
049,VILLAGER,VILLAGER,1
050,SEER,WEREWOLF,0
051,POSSESSED,WEREWOLF,1
052,VILLAGER,WEREWOLF,0
053,SEER,WEREWOLF,0
054,VILLAGER,WEREWOLF,0
055,POSSESSED,VILLAGER,0
056,WEREWOLF,VILLAGER,0
057,WEREWOLF,VILLAGER,0
058,SEER,VILLAGER,1
059,POSSESSED,VILLAGER,0
060,SEER,WEREWOLF,0
061,SEER,VILLAGER,1
062,POSSESSED,WEREWOLF,1
063,WEREWOLF,VILLAGER,0
064,SEER,WEREWOLF,0
065,SEER,WEREWOLF,0
066,WEREWOLF,VILLAGER,0
067,VILLAGER,VILLAGER,1
068,POSSESSED,WEREWOLF,1
069,SEER,VILLAGER,1
070,VILLAGER,WEREWOLF,0
071,VILLAGER,VILLAGER,1
072,POSSESSED,VILLAGER,0
073,SEER,VILLAGER,1
074,VILLAGER,VILLAGER,1
075,VILLAGER,VILLAGER,1
076,VILLAGER,WEREWOLF,0
077,VILLAGER,VILLAGER,1
078,VILLAGER,VILLAGER,1
079,VILLAGER,VILLAGER,1
080,WEREWOLF,VILLAGER,0
081,VILLAGER,VILLAGER,1
082,WEREWOLF,VILLAGER,0
083,WEREWOLF,VILLAGER,0
084,WEREWOLF,VILLAGER,0
085,VILLAGER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,POSSESSED,VILLAGER,0
088,VILLAGER,WEREWOLF,0
089,POSSESSED,VILLAGER,0
090,SEER,WEREWOLF,0
091,VILLAGER,WEREWOLF,0
092,VILLAGER,WEREWOLF,0
093,WEREWOLF,VILLAGER,0
094,VILLAGER,VILLAGER,1
095,VILLAGER,VILLAGER,1
096,WEREWOLF,VILLAGER,0
097,SEER,WEREWOLF,0
098,SEER,VILLAGER,1
099,WEREWOLF,WEREWOLF,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
42,22,0,0,21,15
26,12,0,0,4,4
VILLAGER,WEREWOLF
38,8
