Game,MyAgent,Victory,result
000,SEER,VILLAGER,1
001,VILLAGER,VILLAGER,1
002,VILLAGER,WEREWOLF,0
003,POSSESSED,VILLAGER,0
004,VILLAGER,WEREWOLF,0
005,VILLAGER,WEREWOLF,0
006,SEER,WEREWOLF,0
007,VILLAGER,WEREWOLF,0
008,VILLAGER,VILLAGER,1
009,VILLAGER,VILLAGER,1
010,WEREWOLF,VILLAGER,0
011,VILLAGER,WEREWOLF,0
012,WEREWOLF,VILLAGER,0
013,VILLAGER,WEREWOLF,0
014,VILLAGER,WEREWOLF,0
015,SEER,WEREWOLF,0
016,VILLAGER,VILLAGER,1
017,VILLAGER,WEREWOLF,0
018,POSSESSED,VILLAGER,0
019,WEREWOLF,VILLAGER,0
020,WEREWOLF,VILLAGER,0
021,POSSESSED,VILLAGER,0
022,VILLAGER,VILLAGER,1
023,SEER,WEREWOLF,0
024,WEREWOLF,VILLAGER,0
025,WEREWOLF,VILLAGER,0
026,POSSESSED,VILLAGER,0
027,POSSESSED,VILLAGER,0
028,VILLAGER,VILLAGER,1
029,POSSESSED,VILLAGER,0
030,WEREWOLF,VILLAGER,0
031,POSSESSED,VILLAGER,0
032,VILLAGER,VILLAGER,1
033,WEREWOLF,VILLAGER,0
034,VILLAGER,VILLAGER,1
035,POSSESSED,WEREWOLF,1
036,VILLAGER,VILLAGER,1
037,VILLAGER,VILLAGER,1
038,SEER,VILLAGER,1
039,POSSESSED,VILLAGER,0
040,VILLAGER,WEREWOLF,0
041,VILLAGER,VILLAGER,1
042,POSSESSED,WEREWOLF,1
043,POSSESSED,VILLAGER,0
044,VILLAGER,VILLAGER,1
045,VILLAGER,WEREWOLF,0
046,SEER,WEREWOLF,0
047,VILLAGER,VILLAGER,1
048,SEER,VILLAGER,1
049,VILLAGER,VILLAGER,1
050,WEREWOLF,WEREWOLF,1
051,VILLAGER,VILLAGER,1
052,POSSESSED,VILLAGER,0
053,VILLAGER,VILLAGER,1
054,WEREWOLF,VILLAGER,0
055,WEREWOLF,VILLAGER,0
056,SEER,VILLAGER,1
057,POSSESSED,VILLAGER,0
058,POSSESSED,VILLAGER,0
059,VILLAGER,VILLAGER,1
060,SEER,WEREWOLF,0
061,VILLAGER,WEREWOLF,0
062,VILLAGER,WEREWOLF,0
063,WEREWOLF,WEREWOLF,1
064,SEER,VILLAGER,1
065,POSSESSED,VILLAGER,0
066,SEER,VILLAGER,1
067,SEER,WEREWOLF,0
068,WEREWOLF,VILLAGER,0
069,VILLAGER,VILLAGER,1
070,VILLAGER,VILLAGER,1
071,WEREWOLF,VILLAGER,0
072,SEER,VILLAGER,1
073,SEER,WEREWOLF,0
074,SEER,VILLAGER,1
075,WEREWOLF,VILLAGER,0
076,WEREWOLF,VILLAGER,0
077,VILLAGER,VILLAGER,1
078,WEREWOLF,WEREWOLF,1
079,VILLAGER,VILLAGER,1
080,POSSESSED,WEREWOLF,1
081,SEER,WEREWOLF,0
082,SEER,WEREWOLF,0
083,VILLAGER,VILLAGER,1
084,VILLAGER,VILLAGER,1
085,WEREWOLF,WEREWOLF,1
086,SEER,WEREWOLF,0
087,WEREWOLF,VILLAGER,0
088,WEREWOLF,VILLAGER,0
089,VILLAGER,VILLAGER,1
090,SEER,VILLAGER,1
091,WEREWOLF,WEREWOLF,1
092,WEREWOLF,VILLAGER,0
093,VILLAGER,VILLAGER,1
094,VILLAGER,VILLAGER,1
095,VILLAGER,VILLAGER,1
096,VILLAGER,WEREWOLF,0
097,VILLAGER,VILLAGER,1
098,SEER,WEREWOLF,0
099,POSSESSED,VILLAGER,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
41,20,0,0,22,17
28,9,0,0,5,3
VILLAGER,WEREWOLF
37,8
