Game,MyAgent,Victory,result
000,VILLAGER,VILLAGER,1
001,VILLAGER,WEREWOLF,0
002,VILLAGER,VILLAGER,1
003,WEREWOLF,VILLAGER,0
004,SEER,VILLAGER,1
005,WEREWOLF,VILLAGER,0
006,POSSESSED,VILLAGER,0
007,POSSESSED,WEREWOLF,1
008,VILLAGER,VILLAGER,1
009,SEER,VILLAGER,1
010,VILLAGER,VILLAGER,1
011,SEER,VILLAGER,1
012,VILLAGER,VILLAGER,1
013,WEREWOLF,VILLAGER,0
014,POSSESSED,VILLAGER,0
015,VILLAGER,WEREWOLF,0
016,POSSESSED,VILLAGER,0
017,VILLAGER,VILLAGER,1
018,VILLAGER,WEREWOLF,0
019,SEER,WEREWOLF,0
020,WEREWOLF,VILLAGER,0
021,POSSESSED,VILLAGER,0
022,VILLAGER,WEREWOLF,0
023,VILLAGER,VILLAGER,1
024,VILLAGER,VILLAGER,1
025,SEER,VILLAGER,1
026,POSSESSED,VILLAGER,0
027,POSSESSED,VILLAGER,0
028,WEREWOLF,VILLAGER,0
029,VILLAGER,VILLAGER,1
030,POSSESSED,WEREWOLF,1
031,WEREWOLF,VILLAGER,0
032,VILLAGER,VILLAGER,1
033,VILLAGER,VILLAGER,1
034,VILLAGER,VILLAGER,1
035,POSSESSED,WEREWOLF,1
036,VILLAGER,VILLAGER,1
037,VILLAGER,WEREWOLF,0
038,POSSESSED,WEREWOLF,1
039,POSSESSED,VILLAGER,0
040,POSSESSED,VILLAGER,0
041,SEER,WEREWOLF,0
042,WEREWOLF,VILLAGER,0
043,WEREWOLF,WEREWOLF,1
044,WEREWOLF,WEREWOLF,1
045,SEER,VILLAGER,1
046,VILLAGER,VILLAGER,1
047,POSSESSED,WEREWOLF,1
048,VILLAGER,WEREWOLF,0
049,VILLAGER,VILLAGER,1
050,VILLAGER,VILLAGER,1
051,VILLAGER,WEREWOLF,0
052,VILLAGER,WEREWOLF,0
053,VILLAGER,VILLAGER,1
054,VILLAGER,VILLAGER,1
055,VILLAGER,VILLAGER,1
056,POSSESSED,VILLAGER,0
057,POSSESSED,WEREWOLF,1
058,VILLAGER,WEREWOLF,0
059,SEER,VILLAGER,1
060,VILLAGER,VILLAGER,1
061,POSSESSED,VILLAGER,0
062,POSSESSED,VILLAGER,0
063,POSSESSED,VILLAGER,0
064,WEREWOLF,VILLAGER,0
065,VILLAGER,VILLAGER,1
066,WEREWOLF,VILLAGER,0
067,POSSESSED,VILLAGER,0
068,WEREWOLF,WEREWOLF,1
069,POSSESSED,VILLAGER,0
070,VILLAGER,WEREWOLF,0
071,WEREWOLF,WEREWOLF,1
072,VILLAGER,VILLAGER,1
073,WEREWOLF,VILLAGER,0
074,WEREWOLF,VILLAGER,0
075,VILLAGER,WEREWOLF,0
076,VILLAGER,WEREWOLF,0
077,VILLAGER,VILLAGER,1
078,VILLAGER,VILLAGER,1
079,VILLAGER,VILLAGER,1
080,VILLAGER,VILLAGER,1
081,SEER,VILLAGER,1
082,VILLAGER,VILLAGER,1
083,POSSESSED,WEREWOLF,1
084,VILLAGER,VILLAGER,1
085,SEER,WEREWOLF,0
086,POSSESSED,WEREWOLF,1
087,VILLAGER,VILLAGER,1
088,VILLAGER,WEREWOLF,0
089,WEREWOLF,VILLAGER,0
090,POSSESSED,WEREWOLF,1
091,POSSESSED,WEREWOLF,1
092,SEER,VILLAGER,1
093,SEER,WEREWOLF,0
094,POSSESSED,VILLAGER,0
095,VILLAGER,VILLAGER,1
096,WEREWOLF,VILLAGER,0
097,VILLAGER,WEREWOLF,0
098,POSSESSED,WEREWOLF,1
099,VILLAGER,WEREWOLF,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
45,12,0,0,17,26
30,8,0,0,4,11
VILLAGER,WEREWOLF
38,15
