Game,MyAgent,Victory,result
000,VILLAGER,VILLAGER,1
001,WEREWOLF,VILLAGER,0
002,VILLAGER,WEREWOLF,0
003,VILLAGER,VILLAGER,1
004,VILLAGER,WEREWOLF,0
005,VILLAGER,VILLAGER,1
006,VILLAGER,VILLAGER,1
007,SEER,VILLAGER,1
008,VILLAGER,VILLAGER,1
009,WEREWOLF,VILLAGER,0
010,VILLAGER,VILLAGER,1
011,SEER,WEREWOLF,0
012,POSSESSED,VILLAGER,0
013,POSSESSED,VILLAGER,0
014,SEER,WEREWOLF,0
015,VILLAGER,VILLAGER,1
016,VILLAGER,WEREWOLF,0
017,VILLAGER,VILLAGER,1
018,VILLAGER,WEREWOLF,0
019,VILLAGER,VILLAGER,1
020,POSSESSED,VILLAGER,0
021,SEER,VILLAGER,1
022,SEER,VILLAGER,1
023,SEER,VILLAGER,1
024,POSSESSED,VILLAGER,0
025,POSSESSED,VILLAGER,0
026,POSSESSED,VILLAGER,0
027,VILLAGER,VILLAGER,1
028,POSSESSED,VILLAGER,0
029,SEER,VILLAGER,1
030,POSSESSED,VILLAGER,0
031,VILLAGER,VILLAGER,1
032,SEER,VILLAGER,1
033,VILLAGER,WEREWOLF,0
034,POSSESSED,WEREWOLF,1
035,POSSESSED,VILLAGER,0
036,SEER,WEREWOLF,0
037,VILLAGER,WEREWOLF,0
038,SEER,WEREWOLF,0
039,WEREWOLF,VILLAGER,0
040,POSSESSED,VILLAGER,0
041,POSSESSED,VILLAGER,0
042,SEER,VILLAGER,1
043,POSSESSED,VILLAGER,0
044,VILLAGER,WEREWOLF,0
045,WEREWOLF,VILLAGER,0
046,POSSESSED,WEREWOLF,1
047,VILLAGER,VILLAGER,1
048,POSSESSED,WEREWOLF,1
049,VILLAGER,VILLAGER,1
050,SEER,VILLAGER,1
051,WEREWOLF,WEREWOLF,1
052,POSSESSED,VILLAGER,0
053,SEER,VILLAGER,1
054,VILLAGER,VILLAGER,1
055,VILLAGER,WEREWOLF,0
056,POSSESSED,VILLAGER,0
057,VILLAGER,VILLAGER,1
058,POSSESSED,VILLAGER,0
059,VILLAGER,VILLAGER,1
060,WEREWOLF,VILLAGER,0
061,POSSESSED,VILLAGER,0
062,VILLAGER,WEREWOLF,0
063,SEER,VILLAGER,1
064,POSSESSED,VILLAGER,0
065,VILLAGER,VILLAGER,1
066,VILLAGER,VILLAGER,1
067,SEER,WEREWOLF,0
068,VILLAGER,WEREWOLF,0
069,VILLAGER,WEREWOLF,0
070,POSSESSED,VILLAGER,0
071,VILLAGER,WEREWOLF,0
072,SEER,VILLAGER,1
073,SEER,WEREWOLF,0
074,SEER,VILLAGER,1
075,POSSESSED,VILLAGER,0
076,WEREWOLF,VILLAGER,0
077,POSSESSED,WEREWOLF,1
078,VILLAGER,VILLAGER,1
079,VILLAGER,VILLAGER,1
080,WEREWOLF,VILLAGER,0
081,WEREWOLF,VILLAGER,0
082,WEREWOLF,VILLAGER,0
083,VILLAGER,WEREWOLF,0
084,WEREWOLF,WEREWOLF,1
085,POSSESSED,WEREWOLF,1
086,SEER,VILLAGER,1
087,VILLAGER,VILLAGER,1
088,WEREWOLF,VILLAGER,0
089,VILLAGER,VILLAGER,1
090,WEREWOLF,WEREWOLF,1
091,VILLAGER,WEREWOLF,0
092,VILLAGER,VILLAGER,1
093,SEER,VILLAGER,1
094,POSSESSED,WEREWOLF,1
095,VILLAGER,VILLAGER,1
096,VILLAGER,VILLAGER,1
097,WEREWOLF,WEREWOLF,1
098,SEER,WEREWOLF,0
099,SEER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
39,22,0,0,14,25
25,15,0,0,4,6
VILLAGER,WEREWOLF
40,10
