Game,MyAgent,Victory,result
000,SEER,VILLAGER,1
001,VILLAGER,VILLAGER,1
002,WEREWOLF,WEREWOLF,1
003,POSSESSED,VILLAGER,0
004,POSSESSED,VILLAGER,0
005,VILLAGER,VILLAGER,1
006,WEREWOLF,VILLAGER,0
007,VILLAGER,WEREWOLF,0
008,VILLAGER,VILLAGER,1
009,SEER,VILLAGER,1
010,VILLAGER,VILLAGER,1
011,POSSESSED,VILLAGER,0
012,VILLAGER,WEREWOLF,0
013,SEER,WEREWOLF,0
014,VILLAGER,WEREWOLF,0
015,SEER,WEREWOLF,0
016,VILLAGER,VILLAGER,1
017,WEREWOLF,WEREWOLF,1
018,SEER,WEREWOLF,0
019,SEER,VILLAGER,1
020,WEREWOLF,VILLAGER,0
021,VILLAGER,WEREWOLF,0
022,WEREWOLF,VILLAGER,0
023,POSSESSED,VILLAGER,0
024,SEER,WEREWOLF,0
025,WEREWOLF,VILLAGER,0
026,WEREWOLF,WEREWOLF,1
027,VILLAGER,WEREWOLF,0
028,WEREWOLF,VILLAGER,0
029,POSSESSED,VILLAGER,0
030,POSSESSED,VILLAGER,0
031,SEER,VILLAGER,1
032,SEER,VILLAGER,1
033,WEREWOLF,VILLAGER,0
034,WEREWOLF,VILLAGER,0
035,VILLAGER,VILLAGER,1
036,POSSESSED,WEREWOLF,1
037,SEER,VILLAGER,1
038,WEREWOLF,WEREWOLF,1
039,POSSESSED,WEREWOLF,1
040,VILLAGER,WEREWOLF,0
041,SEER,WEREWOLF,0
042,VILLAGER,VILLAGER,1
043,VILLAGER,VILLAGER,1
044,WEREWOLF,VILLAGER,0
045,VILLAGER,WEREWOLF,0
046,VILLAGER,VILLAGER,1
047,SEER,VILLAGER,1
048,SEER,VILLAGER,1
049,VILLAGER,VILLAGER,1
050,POSSESSED,VILLAGER,0
051,SEER,WEREWOLF,0
052,SEER,VILLAGER,1
053,WEREWOLF,VILLAGER,0
054,VILLAGER,VILLAGER,1
055,VILLAGER,VILLAGER,1
056,SEER,VILLAGER,1
057,VILLAGER,VILLAGER,1
058,VILLAGER,WEREWOLF,0
059,VILLAGER,VILLAGER,1
060,POSSESSED,VILLAGER,0
061,POSSESSED,VILLAGER,0
062,VILLAGER,WEREWOLF,0
063,POSSESSED,VILLAGER,0
064,VILLAGER,VILLAGER,1
065,SEER,VILLAGER,1
066,POSSESSED,VILLAGER,0
067,SEER,VILLAGER,1
068,POSSESSED,VILLAGER,0
069,POSSESSED,VILLAGER,0
070,SEER,VILLAGER,1
071,POSSESSED,VILLAGER,0
072,VILLAGER,VILLAGER,1
073,SEER,VILLAGER,1
074,POSSESSED,WEREWOLF,1
075,SEER,WEREWOLF,0
076,VILLAGER,VILLAGER,1
077,POSSESSED,VILLAGER,0
078,POSSESSED,VILLAGER,0
079,WEREWOLF,VILLAGER,0
080,VILLAGER,VILLAGER,1
081,WEREWOLF,VILLAGER,0
082,POSSESSED,VILLAGER,0
083,VILLAGER,VILLAGER,1
084,WEREWOLF,VILLAGER,0
085,WEREWOLF,VILLAGER,0
086,WEREWOLF,VILLAGER,0
087,SEER,WEREWOLF,0
088,WEREWOLF,WEREWOLF,1
089,SEER,VILLAGER,1
090,VILLAGER,VILLAGER,1
091,VILLAGER,WEREWOLF,0
092,POSSESSED,WEREWOLF,1
093,VILLAGER,VILLAGER,1
094,WEREWOLF,VILLAGER,0
095,SEER,WEREWOLF,0
096,WEREWOLF,VILLAGER,0
097,VILLAGER,VILLAGER,1
098,VILLAGER,WEREWOLF,0
099,VILLAGER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
34,24,0,0,21,21
23,15,0,0,5,4
VILLAGER,WEREWOLF
38,9
