Game,MyAgent,Victory,result
000,VILLAGER,VILLAGER,1
001,VILLAGER,VILLAGER,1
002,VILLAGER,VILLAGER,1
003,SEER,WEREWOLF,0
004,VILLAGER,VILLAGER,1
005,SEER,WEREWOLF,0
006,VILLAGER,VILLAGER,1
007,SEER,VILLAGER,1
008,VILLAGER,VILLAGER,1
009,VILLAGER,VILLAGER,1
010,VILLAGER,WEREWOLF,0
011,VILLAGER,VILLAGER,1
012,VILLAGER,VILLAGER,1
013,VILLAGER,VILLAGER,1
014,POSSESSED,VILLAGER,0
015,VILLAGER,VILLAGER,1
016,VILLAGER,VILLAGER,1
017,VILLAGER,WEREWOLF,0
018,WEREWOLF,VILLAGER,0
019,POSSESSED,WEREWOLF,1
020,VILLAGER,WEREWOLF,0
021,POSSESSED,VILLAGER,0
022,VILLAGER,VILLAGER,1
023,WEREWOLF,VILLAGER,0
024,WEREWOLF,VILLAGER,0
025,VILLAGER,WEREWOLF,0
026,WEREWOLF,VILLAGER,0
027,SEER,VILLAGER,1
028,VILLAGER,VILLAGER,1
029,VILLAGER,VILLAGER,1
030,VILLAGER,WEREWOLF,0
031,VILLAGER,VILLAGER,1
032,SEER,WEREWOLF,0
033,WEREWOLF,VILLAGER,0
034,VILLAGER,VILLAGER,1
035,VILLAGER,WEREWOLF,0
036,VILLAGER,WEREWOLF,0
037,POSSESSED,VILLAGER,0
038,VILLAGER,VILLAGER,1
039,SEER,WEREWOLF,0
040,VILLAGER,VILLAGER,1
041,SEER,WEREWOLF,0
042,POSSESSED,VILLAGER,0
043,VILLAGER,VILLAGER,1
044,POSSESSED,VILLAGER,0
045,POSSESSED,WEREWOLF,1
046,WEREWOLF,VILLAGER,0
047,VILLAGER,WEREWOLF,0
048,SEER,WEREWOLF,0
049,VILLAGER,VILLAGER,1
050,SEER,WEREWOLF,0
051,POSSESSED,WEREWOLF,1
052,WEREWOLF,WEREWOLF,1
053,POSSESSED,WEREWOLF,1
054,WEREWOLF,VILLAGER,0
055,WEREWOLF,WEREWOLF,1
056,WEREWOLF,VILLAGER,0
057,SEER,VILLAGER,1
058,WEREWOLF,VILLAGER,0
059,WEREWOLF,VILLAGER,0
060,VILLAGER,VILLAGER,1
061,SEER,VILLAGER,1
062,WEREWOLF,VILLAGER,0
063,WEREWOLF,VILLAGER,0
064,SEER,WEREWOLF,0
065,POSSESSED,WEREWOLF,1
066,VILLAGER,WEREWOLF,0
067,POSSESSED,WEREWOLF,1
068,VILLAGER,WEREWOLF,0
069,POSSESSED,VILLAGER,0
070,SEER,WEREWOLF,0
071,VILLAGER,VILLAGER,1
072,SEER,VILLAGER,1
073,POSSESSED,VILLAGER,0
074,WEREWOLF,WEREWOLF,1
075,POSSESSED,VILLAGER,0
076,VILLAGER,VILLAGER,1
077,POSSESSED,VILLAGER,0
078,POSSESSED,VILLAGER,0
079,POSSESSED,VILLAGER,0
080,VILLAGER,WEREWOLF,0
081,WEREWOLF,WEREWOLF,1
082,VILLAGER,VILLAGER,1
083,SEER,VILLAGER,1
084,POSSESSED,VILLAGER,0
085,POSSESSED,VILLAGER,0
086,WEREWOLF,WEREWOLF,1
087,VILLAGER,VILLAGER,1
088,VILLAGER,WEREWOLF,0
089,WEREWOLF,VILLAGER,0
090,VILLAGER,VILLAGER,1
091,SEER,VILLAGER,1
092,VILLAGER,VILLAGER,1
093,VILLAGER,WEREWOLF,0
094,VILLAGER,VILLAGER,1
095,POSSESSED,VILLAGER,0
096,SEER,VILLAGER,1
097,VILLAGER,WEREWOLF,0
098,VILLAGER,VILLAGER,1
099,SEER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
44,18,0,0,18,20
30,9,0,0,5,6
VILLAGER,WEREWOLF
39,11
