Game,MyAgent,Victory,result
000,SEER,WEREWOLF,0
001,SEER,WEREWOLF,0
002,SEER,VILLAGER,1
003,VILLAGER,VILLAGER,1
004,SEER,VILLAGER,1
005,VILLAGER,VILLAGER,1
006,POSSESSED,WEREWOLF,1
007,VILLAGER,WEREWOLF,0
008,POSSESSED,WEREWOLF,1
009,VILLAGER,VILLAGER,1
010,VILLAGER,WEREWOLF,0
011,VILLAGER,VILLAGER,1
012,VILLAGER,VILLAGER,1
013,VILLAGER,VILLAGER,1
014,VILLAGER,VILLAGER,1
015,SEER,VILLAGER,1
016,WEREWOLF,WEREWOLF,1
017,SEER,WEREWOLF,0
018,VILLAGER,VILLAGER,1
019,VILLAGER,WEREWOLF,0
020,VILLAGER,WEREWOLF,0
021,POSSESSED,WEREWOLF,1
022,SEER,VILLAGER,1
023,VILLAGER,WEREWOLF,0
024,WEREWOLF,VILLAGER,0
025,WEREWOLF,VILLAGER,0
026,WEREWOLF,WEREWOLF,1
027,POSSESSED,WEREWOLF,1
028,POSSESSED,WEREWOLF,1
029,SEER,WEREWOLF,0
030,POSSESSED,VILLAGER,0
031,VILLAGER,WEREWOLF,0
032,VILLAGER,WEREWOLF,0
033,WEREWOLF,WEREWOLF,1
034,SEER,WEREWOLF,0
035,VILLAGER,VILLAGER,1
036,POSSESSED,VILLAGER,0
037,SEER,VILLAGER,1
038,WEREWOLF,WEREWOLF,1
039,POSSESSED,WEREWOLF,1
040,POSSESSED,VILLAGER,0
041,WEREWOLF,VILLAGER,0
042,POSSESSED,VILLAGER,0
043,SEER,VILLAGER,1
044,VILLAGER,WEREWOLF,0
045,SEER,VILLAGER,1
046,WEREWOLF,VILLAGER,0
047,VILLAGER,WEREWOLF,0
048,VILLAGER,WEREWOLF,0
049,WEREWOLF,VILLAGER,0
050,WEREWOLF,VILLAGER,0
051,POSSESSED,WEREWOLF,1
052,SEER,WEREWOLF,0
053,SEER,WEREWOLF,0
054,WEREWOLF,WEREWOLF,1
055,SEER,VILLAGER,1
056,VILLAGER,WEREWOLF,0
057,VILLAGER,WEREWOLF,0
058,VILLAGER,VILLAGER,1
059,VILLAGER,VILLAGER,1
060,SEER,WEREWOLF,0
061,VILLAGER,VILLAGER,1
062,WEREWOLF,WEREWOLF,1
063,POSSESSED,WEREWOLF,1
064,POSSESSED,WEREWOLF,1
065,WEREWOLF,VILLAGER,0
066,VILLAGER,WEREWOLF,0
067,VILLAGER,WEREWOLF,0
068,VILLAGER,VILLAGER,1
069,WEREWOLF,VILLAGER,0
070,VILLAGER,WEREWOLF,0
071,VILLAGER,VILLAGER,1
072,POSSESSED,WEREWOLF,1
073,WEREWOLF,VILLAGER,0
074,VILLAGER,WEREWOLF,0
075,POSSESSED,VILLAGER,0
076,SEER,VILLAGER,1
077,VILLAGER,VILLAGER,1
078,VILLAGER,VILLAGER,1
079,WEREWOLF,VILLAGER,0
080,VILLAGER,WEREWOLF,0
081,SEER,WEREWOLF,0
082,VILLAGER,WEREWOLF,0
083,VILLAGER,WEREWOLF,0
084,POSSESSED,VILLAGER,0
085,SEER,VILLAGER,1
086,POSSESSED,VILLAGER,0
087,POSSESSED,WEREWOLF,1
088,VILLAGER,WEREWOLF,0
089,VILLAGER,WEREWOLF,0
090,VILLAGER,VILLAGER,1
091,VILLAGER,WEREWOLF,0
092,VILLAGER,VILLAGER,1
093,POSSESSED,VILLAGER,0
094,VILLAGER,VILLAGER,1
095,VILLAGER,VILLAGER,1
096,SEER,VILLAGER,1
097,SEER,VILLAGER,1
098,VILLAGER,VILLAGER,1
099,VILLAGER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
44,21,0,0,16,19
22,12,0,0,6,11
VILLAGER,WEREWOLF
34,17
