Game,MyAgent,Victory,result
000,POSSESSED,VILLAGER,0
001,MEDIUM,WEREWOLF,0
002,VILLAGER,WEREWOLF,0
003,VILLAGER,WEREWOLF,0
004,WEREWOLF,WEREWOLF,1
005,WEREWOLF,VILLAGER,0
006,VILLAGER,WEREWOLF,0
007,VILLAGER,WEREWOLF,0
008,BODYGUARD,VILLAGER,1
009,WEREWOLF,WEREWOLF,1
010,VILLAGER,WEREWOLF,0
011,VILLAGER,WEREWOLF,0
012,VILLAGER,WEREWOLF,0
013,MEDIUM,WEREWOLF,0
014,WEREWOLF,VILLAGER,0
015,VILLAGER,WEREWOLF,0
016,VILLAGER,VILLAGER,1
017,VILLAGER,VILLAGER,1
018,BODYGUARD,WEREWOLF,0
019,VILLAGER,WEREWOLF,0
020,BODYGUARD,VILLAGER,1
021,VILLAGER,VILLAGER,1
022,VILLAGER,VILLAGER,1
023,MEDIUM,VILLAGER,1
024,WEREWOLF,VILLAGER,0
025,VILLAGER,VILLAGER,1
026,WEREWOLF,VILLAGER,0
027,VILLAGER,WEREWOLF,0
028,VILLAGER,VILLAGER,1
029,POSSESSED,VILLAGER,0
030,VILLAGER,VILLAGER,1
031,VILLAGER,VILLAGER,1
032,VILLAGER,VILLAGER,1
033,WEREWOLF,VILLAGER,0
034,VILLAGER,VILLAGER,1
035,POSSESSED,WEREWOLF,1
036,VILLAGER,VILLAGER,1
037,WEREWOLF,VILLAGER,0
038,VILLAGER,VILLAGER,1
039,WEREWOLF,VILLAGER,0
040,WEREWOLF,VILLAGER,0
041,VILLAGER,VILLAGER,1
042,VILLAGER,VILLAGER,1
043,SEER,WEREWOLF,0
044,VILLAGER,VILLAGER,1
045,WEREWOLF,VILLAGER,0
046,VILLAGER,VILLAGER,1
047,MEDIUM,VILLAGER,1
048,BODYGUARD,VILLAGER,1
049,WEREWOLF,VILLAGER,0
050,BODYGUARD,VILLAGER,1
051,VILLAGER,VILLAGER,1
052,WEREWOLF,VILLAGER,0
053,POSSESSED,VILLAGER,0
054,POSSESSED,VILLAGER,0
055,SEER,WEREWOLF,0
056,VILLAGER,VILLAGER,1
057,VILLAGER,VILLAGER,1
058,VILLAGER,WEREWOLF,0
059,POSSESSED,VILLAGER,0
060,VILLAGER,WEREWOLF,0
061,POSSESSED,VILLAGER,0
062,WEREWOLF,WEREWOLF,1
063,VILLAGER,VILLAGER,1
064,VILLAGER,VILLAGER,1
065,VILLAGER,VILLAGER,1
066,POSSESSED,WEREWOLF,1
067,VILLAGER,VILLAGER,1
068,WEREWOLF,VILLAGER,0
069,VILLAGER,WEREWOLF,0
070,VILLAGER,VILLAGER,1
071,WEREWOLF,WEREWOLF,1
072,VILLAGER,VILLAGER,1
073,VILLAGER,VILLAGER,1
074,VILLAGER,VILLAGER,1
075,VILLAGER,VILLAGER,1
076,VILLAGER,VILLAGER,1
077,VILLAGER,WEREWOLF,0
078,WEREWOLF,VILLAGER,0
079,VILLAGER,VILLAGER,1
080,VILLAGER,VILLAGER,1
081,VILLAGER,WEREWOLF,0
082,SEER,VILLAGER,1
083,MEDIUM,VILLAGER,1
084,MEDIUM,VILLAGER,1
085,VILLAGER,VILLAGER,1
086,VILLAGER,VILLAGER,1
087,SEER,WEREWOLF,0
088,SEER,WEREWOLF,0
089,VILLAGER,VILLAGER,1
090,WEREWOLF,VILLAGER,0
091,POSSESSED,VILLAGER,0
092,VILLAGER,VILLAGER,1
093,MEDIUM,WEREWOLF,0
094,VILLAGER,VILLAGER,1
095,MEDIUM,VILLAGER,1
096,VILLAGER,VILLAGER,1
097,VILLAGER,VILLAGER,1
098,VILLAGER,VILLAGER,1
099,VILLAGER,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
55,5,8,5,18,9
40,1,5,4,4,2
VILLAGER,WEREWOLF
50,6
