Game,MyAgent,Victory,result
000,POSSESSED,WEREWOLF,1
001,VILLAGER,WEREWOLF,0
002,BODYGUARD,VILLAGER,1
003,VILLAGER,VILLAGER,1
004,POSSESSED,VILLAGER,0
005,VILLAGER,WEREWOLF,0
006,SEER,WEREWOLF,0
007,VILLAGER,WEREWOLF,0
008,VILLAGER,WEREWOLF,0
009,VILLAGER,VILLAGER,1
010,VILLAGER,VILLAGER,1
011,BODYGUARD,WEREWOLF,0
012,MEDIUM,VILLAGER,1
013,VILLAGER,VILLAGER,1
014,VILLAGER,VILLAGER,1
015,POSSESSED,WEREWOLF,1
016,WEREWOLF,WEREWOLF,1
017,BODYGUARD,WEREWOLF,0
018,WEREWOLF,VILLAGER,0
019,VILLAGER,VILLAGER,1
020,WEREWOLF,VILLAGER,0
021,VILLAGER,WEREWOLF,0
022,VILLAGER,VILLAGER,1
023,VILLAGER,VILLAGER,1
024,VILLAGER,WEREWOLF,0
025,SEER,WEREWOLF,0
026,VILLAGER,WEREWOLF,0
027,WEREWOLF,WEREWOLF,1
028,MEDIUM,VILLAGER,1
029,MEDIUM,VILLAGER,1
030,VILLAGER,VILLAGER,1
031,VILLAGER,WEREWOLF,0
032,WEREWOLF,WEREWOLF,1
033,SEER,VILLAGER,1
034,WEREWOLF,WEREWOLF,1
035,WEREWOLF,WEREWOLF,1
036,VILLAGER,WEREWOLF,0
037,WEREWOLF,WEREWOLF,1
038,SEER,WEREWOLF,0
039,VILLAGER,WEREWOLF,0
040,VILLAGER,VILLAGER,1
041,VILLAGER,WEREWOLF,0
042,MEDIUM,VILLAGER,1
043,POSSESSED,VILLAGER,0
044,VILLAGER,WEREWOLF,0
045,VILLAGER,VILLAGER,1
046,WEREWOLF,VILLAGER,0
047,BODYGUARD,VILLAGER,1
048,VILLAGER,VILLAGER,1
049,VILLAGER,WEREWOLF,0
050,POSSESSED,WEREWOLF,1
051,BODYGUARD,VILLAGER,1
052,VILLAGER,VILLAGER,1
053,VILLAGER,VILLAGER,1
054,POSSESSED,VILLAGER,0
055,WEREWOLF,VILLAGER,0
056,BODYGUARD,WEREWOLF,0
057,BODYGUARD,VILLAGER,1
058,VILLAGER,VILLAGER,1
059,VILLAGER,WEREWOLF,0
060,BODYGUARD,VILLAGER,1
061,VILLAGER,VILLAGER,1
062,VILLAGER,VILLAGER,1
063,VILLAGER,WEREWOLF,0
064,WEREWOLF,VILLAGER,0
065,WEREWOLF,VILLAGER,0
066,VILLAGER,VILLAGER,1
067,VILLAGER,VILLAGER,1
068,WEREWOLF,VILLAGER,0
069,WEREWOLF,VILLAGER,0
070,VILLAGER,WEREWOLF,0
071,WEREWOLF,VILLAGER,0
072,BODYGUARD,VILLAGER,1
073,VILLAGER,VILLAGER,1
074,VILLAGER,VILLAGER,1
075,VILLAGER,VILLAGER,1
076,POSSESSED,VILLAGER,0
077,VILLAGER,VILLAGER,1
078,WEREWOLF,VILLAGER,0
079,VILLAGER,WEREWOLF,0
080,WEREWOLF,VILLAGER,0
081,POSSESSED,VILLAGER,0
082,VILLAGER,VILLAGER,1
083,VILLAGER,VILLAGER,1
084,VILLAGER,WEREWOLF,0
085,POSSESSED,VILLAGER,0
086,VILLAGER,WEREWOLF,0
087,VILLAGER,WEREWOLF,0
088,SEER,VILLAGER,1
089,VILLAGER,VILLAGER,1
090,VILLAGER,WEREWOLF,0
091,WEREWOLF,VILLAGER,0
092,WEREWOLF,WEREWOLF,1
093,VILLAGER,WEREWOLF,0
094,VILLAGER,VILLAGER,1
095,VILLAGER,WEREWOLF,0
096,VILLAGER,VILLAGER,1
097,VILLAGER,VILLAGER,1
098,VILLAGER,WEREWOLF,0
099,BODYGUARD,VILLAGER,1
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
53,5,4,10,19,9
29,2,4,7,7,3
VILLAGER,WEREWOLF
42,10
