Game,MyAgent,Victory,result
000,VILLAGER,WEREWOLF,0
001,VILLAGER,WEREWOLF,0
002,WEREWOLF,WEREWOLF,1
003,VILLAGER,WEREWOLF,0
004,VILLAGER,VILLAGER,1
005,POSSESSED,WEREWOLF,1
006,VILLAGER,WEREWOLF,0
007,VILLAGER,VILLAGER,1
008,WEREWOLF,WEREWOLF,1
009,VILLAGER,WEREWOLF,0
010,VILLAGER,WEREWOLF,0
011,VILLAGER,WEREWOLF,0
012,VILLAGER,WEREWOLF,0
013,BODYGUARD,VILLAGER,1
014,VILLAGER,VILLAGER,1
015,VILLAGER,VILLAGER,1
016,WEREWOLF,VILLAGER,0
017,MEDIUM,WEREWOLF,0
018,SEER,WEREWOLF,0
019,POSSESSED,VILLAGER,0
020,VILLAGER,WEREWOLF,0
021,WEREWOLF,VILLAGER,0
022,POSSESSED,VILLAGER,0
023,VILLAGER,VILLAGER,1
024,VILLAGER,WEREWOLF,0
025,MEDIUM,VILLAGER,1
026,VILLAGER,VILLAGER,1
027,VILLAGER,VILLAGER,1
028,WEREWOLF,VILLAGER,0
029,VILLAGER,VILLAGER,1
030,VILLAGER,VILLAGER,1
031,MEDIUM,WEREWOLF,0
032,VILLAGER,VILLAGER,1
033,BODYGUARD,VILLAGER,1
034,WEREWOLF,WEREWOLF,1
035,VILLAGER,VILLAGER,1
036,WEREWOLF,VILLAGER,0
037,SEER,WEREWOLF,0
038,VILLAGER,VILLAGER,1
039,WEREWOLF,VILLAGER,0
040,WEREWOLF,VILLAGER,0
041,VILLAGER,VILLAGER,1
042,WEREWOLF,VILLAGER,0
043,VILLAGER,VILLAGER,1
044,VILLAGER,WEREWOLF,0
045,VILLAGER,VILLAGER,1
046,POSSESSED,WEREWOLF,1
047,VILLAGER,VILLAGER,1
048,WEREWOLF,VILLAGER,0
049,WEREWOLF,WEREWOLF,1
050,VILLAGER,WEREWOLF,0
051,SEER,WEREWOLF,0
052,SEER,VILLAGER,1
053,MEDIUM,VILLAGER,1
054,VILLAGER,WEREWOLF,0
055,VILLAGER,VILLAGER,1
056,VILLAGER,VILLAGER,1
057,VILLAGER,VILLAGER,1
058,SEER,WEREWOLF,0
059,VILLAGER,VILLAGER,1
060,WEREWOLF,WEREWOLF,1
061,VILLAGER,VILLAGER,1
062,VILLAGER,VILLAGER,1
063,WEREWOLF,WEREWOLF,1
064,VILLAGER,VILLAGER,1
065,POSSESSED,VILLAGER,0
066,MEDIUM,VILLAGER,1
067,WEREWOLF,VILLAGER,0
068,MEDIUM,VILLAGER,1
069,VILLAGER,VILLAGER,1
070,VILLAGER,VILLAGER,1
071,MEDIUM,VILLAGER,1
072,VILLAGER,VILLAGER,1
073,VILLAGER,VILLAGER,1
074,VILLAGER,WEREWOLF,0
075,MEDIUM,VILLAGER,1
076,VILLAGER,VILLAGER,1
077,WEREWOLF,WEREWOLF,1
078,VILLAGER,WEREWOLF,0
079,WEREWOLF,VILLAGER,0
080,VILLAGER,WEREWOLF,0
081,POSSESSED,WEREWOLF,1
082,VILLAGER,VILLAGER,1
083,MEDIUM,VILLAGER,1
084,VILLAGER,WEREWOLF,0
085,VILLAGER,VILLAGER,1
086,MEDIUM,VILLAGER,1
087,BODYGUARD,WEREWOLF,0
088,POSSESSED,VILLAGER,0
089,MEDIUM,VILLAGER,1
090,VILLAGER,VILLAGER,1
091,VILLAGER,WEREWOLF,0
092,VILLAGER,VILLAGER,1
093,WEREWOLF,VILLAGER,0
094,MEDIUM,VILLAGER,1
095,POSSESSED,VILLAGER,0
096,VILLAGER,VILLAGER,1
097,VILLAGER,VILLAGER,1
098,MEDIUM,VILLAGER,1
099,BODYGUARD,WEREWOLF,0
VILLAGER,SEER,MEDIUM,BODYGUARD,POSSESSED,WEREWOLF
52,5,13,4,18,8
34,1,11,2,7,3
VILLAGER,WEREWOLF
48,10
